candidate,feature,label
sparse codes,"0.0,1.0,0.6,-6.563300132751465,2.9708669185638428,2.056288719177246",0
asynchronous behaviour,"0.0,1.0,1.1,-0.1587323397397995,0.13559268414974213,0.1616009622812271",0
speed interprocessor communication,"0.0,1.0,1.7,-3.0824100971221924,1.2344623804092407,0.9437174201011658",0
related MPI,"0.0,1.0,0.55,-0.08276118338108063,-0.1468418687582016,0.5303213596343994",0
enough parallelism,"0.0,1.0,0.9,0.08547943085432053,0.35334283113479614,0.24857953190803528",0
current factorization algorithm,"0.0,1.0,1.55,3.972662925720215,0.35987210273742676,4.7233662605285645",0
following tables,"0.0,1.0,0.8,0.3257494568824768,0.22370612621307373,1.0347718000411987",0
supernodal code SuperLU,"0.0,1.0,1.15,0.587434709072113,-0.5571050643920898,1.2296695709228516",0
dynamic scheduling algorithm,"0.0,1.0,1.4,4.150074005126953,1.4938884973526,4.136875629425049",0
UC,"0.0,1.0,0.1,-5.4538445472717285,-2.7755134105682373,2.916611909866333",1
small diagonal perturbations,"0.0,1.0,1.4,-1.0368967056274414,2.9890527725219727,1.3773040771484375",0
multiple minimum degree LRB MMD RRB LRB Liu,"0.0,1.0,2.15,-3.192032814025879,0.9879476428031921,1.7434972524642944",1
SuperLU LRB Li,"0.0,1.0,0.7,-3.634798526763916,-3.3518307209014893,4.475194931030273",0
symmetric locations,"0.0,1.0,0.95,0.10373415797948837,-0.029481224715709686,0.0656449943780899",0
different sensitivity,"0.0,1.0,1.05,0.31887146830558777,1.2852004766464233,0.6448050141334534",0
direct solver,"0.0,1.0,0.65,-0.27789926528930664,-0.988580048084259,1.1458491086959839",0
back substitution proceeds,"0.0,1.0,1.3,-0.8694871068000793,-1.0084093809127808,1.1806820631027222",0
LRB Gupta Karypis,"0.0,1.0,0.85,0.1486983597278595,-0.006817251443862915,1.0001294612884521",0
computational tree,"0.0,1.0,0.9,-6.950978755950928,4.586009502410889,3.1557769775390625",0
mixtank AMD MUMPS,"0.0,1.0,0.85,6.965381622314453,-1.571092963218689,7.397847652435303",0
unsymmetric solvers LRB SuperLU,"0.0,1.0,1.55,-1.4246896505355835,-1.3295515775680542,2.3972795009613037",1
physical memory,"0.0,1.0,0.75,-9.40147876739502,-5.79396915435791,6.723788261413574",0
general sparse solvers Parallel Computing,"0.0,1.0,2.05,-5.6969194412231445,1.5445318222045898,2.3417093753814697",1
Mathematical Software LRB TOMS RRB,"0.0,1.0,1.7,0.2773906886577606,-0.07949305325746536,0.32393333315849304",1
structural asymmetry,"0.0,1.0,1.0,-1.2224289178848267,0.15692414343357086,0.5019422173500061",0
LRB CFD RRB Department,"0.0,1.0,1.1,0.054598622024059296,-0.19121608138084412,0.3290570080280304",1
relative influence,"0.0,1.0,0.9,-0.35418224334716797,-0.1697988361120224,0.07888347655534744",0
default value,"0.0,1.0,0.65,0.552711009979248,0.7699687480926514,0.5334435701370239",0
matrixvector product,"0.0,1.0,1.0,-3.842592477798462,12.710525512695312,4.541487693786621",0
cases LRB,"0.0,1.0,0.45,0.6941197514533997,-0.644168496131897,1.0054898262023926",0
supernodal solver SuperLU,"0.0,1.0,1.25,1.0027443170547485,-0.8494036197662354,1.486219048500061",0
clear description,"0.0,1.0,0.85,-0.04917632415890694,-0.2426600605249405,0.2486804723739624",0
zero blocks,"0.0,1.0,0.55,-0.8495029807090759,0.29444628953933716,0.40796059370040894",0
factorization time,"0.0,1.0,0.9,3.5664901733398438,-3.705338954925537,5.127415657043457",0
regular grids problems,"0.0,1.0,1.1,-1.9255595207214355,2.9585506916046143,1.2634731531143188",0
Sparse Matrix Factorization Efficient Sparse LU Factorization,"0.0,1.0,3.05,-4.0105977058410645,1.0708191394805908,3.1909525394439697",1
1D,"0.0,1.0,0.1,0.0,0.0,0.0",0
Mbytes RRB,"0.0,1.0,0.5,-0.1970997452735901,-0.191299170255661,0.10918110609054565",0
critical path,"0.0,1.0,0.65,-1.7940837144851685,2.992701292037964,1.1889854669570923",0
GEMM,"0.0,1.0,0.2,0.340710312128067,-0.3083941340446472,0.39957401156425476",0
Gaussian elimination,"0.0,1.0,1.0,-4.61633825302124,-1.403602123260498,2.182673931121826",0
prospective pivot,"0.0,1.0,0.85,-3.6929075717926025,0.13410821557044983,1.4595675468444824",0
similar way,"0.0,1.0,0.55,-1.3073610067367554,1.585191011428833,0.9193682670593262",0
sophisticated data structure,"0.0,1.0,1.4,1.1140116453170776,4.552340030670166,2.3263027667999268",0
main characteristics,"0.0,1.0,1.0,-0.4617244005203247,-1.0167038440704346,0.8652089834213257",0
BLAS effect,"0.0,1.0,0.55,-0.1376294493675232,0.3163623511791229,0.8547912240028381",0
parallel limitations,"0.0,1.0,1.0,-1.1258466243743896,0.45975083112716675,0.6002452373504639",0
direct solution,"0.0,1.0,0.75,-0.10395488142967224,0.48841118812561035,0.6603270173072815",0
blockcyclic layout,"0.0,1.0,0.9,-0.7169502973556519,-1.0244245529174805,0.7257575392723083",0
multiple vectors LRB segments RRB,"0.0,1.0,1.65,-0.000971893488895148,-0.4635293781757355,0.7027140259742737",1
Matrix Ord Solver Number,"0.0,1.0,1.2,-2.4181385040283203,-1.8611278533935547,3.828413486480713",1
distributed arrowhead form,"0.0,1.0,1.3,-0.08038508892059326,-0.40701091289520264,0.6873677372932434",0
virtual memory,"0.0,1.0,0.7,-2.9663729667663574,-5.843011379241943,4.44923210144043",0
SYM,"0.0,1.0,0.15,0.2151123285293579,-0.11022555828094482,0.6993833780288696",1
offdiagonal processes LRB,"0.0,1.0,1.25,1.3203397989273071,-1.3018949031829834,1.7230814695358276",0
block column,"0.0,1.0,0.6,-6.566117763519287,1.2305916547775269,2.679900884628296",0
memory mixtank MUMPS,"0.0,1.0,1.0,1.6575140953063965,-4.538855075836182,6.587466716766357",0
factorization phase LRB compare,"0.0,1.0,1.55,4.418932914733887,-1.6338685750961304,5.090378761291504",1
partial pivoting,"0.0,1.0,0.8,-1.9658687114715576,2.4735970497131348,1.0893056392669678",0
Liu LRB,"0.0,1.0,0.35,1.4648103713989258,-1.6090608835220337,2.1339163780212402",0
factorization RRB,"0.0,1.0,0.85,2.7897427082061768,-2.88163685798645,4.128133296966553",0
little time,"0.0,1.0,0.55,2.1680495738983154,-2.364020347595215,3.1167044639587402",0
sparse linear algebra,"0.0,1.0,1.05,-4.401994705200195,1.9096325635910034,1.308948040008545",0
message transfer,"0.0,1.0,0.8,0.13662271201610565,1.1456022262573242,0.724324643611908",0
candidate processors,"0.0,1.0,1.0,0.7019555568695068,-5.547121047973633,5.186846733093262",0
operations LRB RRB estimation,"0.0,1.0,1.45,-0.11784449219703674,-0.6905137896537781,0.6556575298309326",1
industrial partners,"0.0,1.0,0.95,0.07501570880413055,0.16490612924098969,0.4845465123653412",0
current algorithm,"0.0,1.0,0.85,4.564123153686523,1.9806265830993652,5.02098274230957",0
offdiagonal processes,"0.0,1.0,1.05,1.3203397989273071,-1.3018949031829834,1.7230814695358276",0
bushy elimination trees,"0.0,1.0,1.15,-1.4177294969558716,-0.3896600306034088,0.7848048806190491",0
present implementation,"0.0,1.0,1.1,-0.44039851427078247,0.4673744738101959,0.46153587102890015",0
faster rate,"0.0,1.0,0.55,2.6923487186431885,5.057379722595215,3.7648093700408936",0
solution step LRB,"0.0,1.0,0.85,0.9372023344039917,-0.3544590473175049,1.400194525718689",0
execution time,"0.0,1.0,0.7,2.3387012481689453,-2.412299871444702,3.3087587356567383",0
Schur complement,"0.0,1.0,0.8,0.8931798934936523,1.8568222522735596,1.63383150100708",0
solve phase,"0.0,1.0,0.55,5.272911071777344,-0.9926731586456299,5.555427074432373",0
flops time Cubic grids LRB,"0.0,1.0,1.3,1.142086148262024,0.2929345369338989,2.390817642211914",1
enough processors,"0.0,1.0,0.85,0.8187296986579895,-5.765230178833008,5.043069362640381",0
triangular solves,"0.0,1.0,0.85,0.08968813717365265,0.027325233444571495,0.3254255950450897",0
task precedence,"0.0,1.0,0.75,-1.101988673210144,6.844364166259766,2.409106492996216",0
true solution,"0.0,1.0,0.65,0.7339959144592285,-0.13845735788345337,1.2364997863769531",0
HSL,"0.0,1.0,0.15,0.48921358585357666,-0.6463161110877991,0.7733021378517151",0
CRAY,"0.0,1.0,0.2,-3.6487996578216553,1.3396250009536743,1.3946679830551147",1
average communication volume,"0.0,1.0,1.4,-6.782604217529297,2.7885658740997314,2.1746604442596436",0
static task mapping approach,"0.0,1.0,1.4,-1.0672364234924316,4.527152061462402,2.2906558513641357",1
rows computation,"0.0,1.0,0.8,-5.091367721557617,1.3324769735336304,1.6674244403839111",0
Sparse Partial,"0.0,1.0,0.7,-5.947583198547363,2.7335636615753174,2.009068250656128",0
differentialalgebraic equations,"0.0,1.0,1.55,-0.12552493810653687,-0.0020695922430604696,-0.14643466472625732",0
Megaflop rate,"0.0,1.0,0.65,3.0009043216705322,4.642823219299316,3.7169835567474365",1
small number,"0.0,1.0,0.6,0.5589889287948608,-5.883750915527344,5.350190162658691",0
sparse matrix,"0.0,1.0,0.65,-11.63172435760498,5.357285976409912,3.6764416694641113",0
comparison exercise,"0.0,1.0,0.95,0.8776767253875732,0.3308047354221344,1.2028770446777344",0
excessive growth,"0.0,1.0,0.8,-0.14951260387897491,0.23619204759597778,0.14353972673416138",0
relative backward error LRB Berr RRB,"0.0,1.0,1.8,-2.617987632751465,-0.02554682269692421,1.0276954174041748",1
Parallel efficiency LRB,"0.0,1.0,1.15,-1.123073697090149,0.42730799317359924,0.2698333263397217",0
node level parallelism,"0.0,1.0,1.1,0.3146888017654419,4.843101978302002,2.329305648803711",0
important role,"0.0,1.0,0.7,0.3713427484035492,0.25547194480895996,0.48184677958488464",0
factorization time RRB sparsity,"0.0,1.0,1.55,0.6586554646492004,-3.220733642578125,4.3020243644714355",1
effective uniprocessor performance,"0.0,1.0,1.7,-2.694025993347168,-2.2793877124786377,2.839421033859253",0
LDL,"0.0,1.0,0.15,0.13034823536872864,-0.11784602701663971,0.3790419101715088",0
internal copy,"0.0,1.0,0.65,-0.2027924358844757,-0.04267778992652893,0.47146373987197876",0
Amestoy Duff,"0.0,1.0,0.6,1.4808075428009033,-1.5755482912063599,2.257098436355591",0
definitive comment,"0.0,1.0,0.9,-0.17891255021095276,0.07852353155612946,0.5757288932800293",0
simple massage,"0.0,1.0,0.7,0.5628031492233276,-0.492794930934906,1.0683228969573975",0
rectangular grids,"0.0,1.0,0.85,-0.131995290517807,1.5987210273742676,0.8874452114105225",0
SuperLU approach,"0.0,1.0,0.8,2.2927300930023193,-0.20668846368789673,2.4000000953674316",0
process row Similarly block U LRB,"0.0,1.0,1.65,-2.5322673320770264,0.3157559037208557,1.4426145553588867",1
processors MUMPSSYM,"0.0,1.0,0.95,1.731623888015747,-11.155814170837402,10.017354965209961",0
Performance analysis,"0.0,1.0,1.0,0.6364912986755371,-4.910253047943115,8.65208625793457",0
nested dissection ordering,"0.0,1.0,1.3,-2.3761398792266846,1.2165673971176147,1.1934365034103394",0
precision BLAS LRB Li Demmel Bailey Henry Hida Iskandar Kahan Kapur Martin Tung,"0.0,1.0,3.95,-2.8548736572265625,-1.4585148096084595,2.135328531265259",1
supernode boundaries LRB,"0.0,1.0,1.2,0.0013730227947235107,0.02921566367149353,0.2743440270423889",0
threshold criterion,"0.0,1.0,0.95,-1.5365253686904907,4.780339241027832,2.0929245948791504",0
symmetrized pattern,"0.0,1.0,0.95,-2.497523307800293,-0.9598329067230225,1.3669722080230713",0
average number,"0.0,1.0,0.7,0.3106844425201416,-5.220023155212402,5.033679962158203",0
Distributed Memory,"0.0,1.0,0.9,-3.049114942550659,-6.134171009063721,4.846928119659424",0
general matrices,"0.0,1.0,0.8,-0.9055304527282715,-0.969562292098999,1.4849445819854736",0
specific ordering code,"0.0,1.0,1.1,-0.1985314041376114,-0.9515068531036377,0.7873833775520325",0
major characteristics,"0.0,1.0,1.05,0.09199695289134979,-0.24530793726444244,0.32380497455596924",0
Peyton LRB,"0.0,1.0,0.5,0.0462639294564724,-0.28254297375679016,0.6272477507591248",0
T3E900,"0.0,1.0,0.3,0.0,0.0,0.0",0
NX4,"0.0,1.0,0.15,0.0,0.0,0.0",0
Applications WSMP Watson Sparse Matrix Package Part,"0.0,1.0,2.55,-3.2901718616485596,1.6125515699386597,1.4966223239898682",1
block LRB,"0.0,1.0,0.45,-0.6037749648094177,2.1638095378875732,0.7301526069641113",0
significant amount,"0.0,1.0,0.9,-1.3897039890289307,-0.8766316175460815,1.2760032415390015",0
LRB MUMPS RRB,"0.0,1.0,0.65,10.328235626220703,-2.3706886768341064,11.093278884887695",0
unsymmetric permutation,"0.0,1.0,1.15,0.0652095302939415,-0.09105515480041504,0.4375288784503937",0
average size,"0.0,1.0,0.6,-1.2170994281768799,4.438614368438721,1.681584119796753",0
SIAM,"0.0,1.0,0.2,-0.24556772410869598,0.2185235172510147,-0.17975808680057526",0
overall cost,"0.0,1.0,0.6,-1.0497134923934937,6.0810065269470215,2.6804862022399902",0
sequential variant,"0.0,1.0,0.9,0.041979432106018066,0.06552894413471222,0.08301130682229996",0
SuperLU factorization,"0.0,1.0,1.05,2.7549638748168945,-1.5742117166519165,3.4151010513305664",0
unsymmetric sparse systems,"0.0,1.0,1.3,-2.464470863342285,1.6642576456069946,2.7238729000091553",0
current SuperLU algorithm,"0.0,1.0,1.25,3.949476957321167,1.2314889430999756,4.248011112213135",0
parallel behaviour,"0.0,1.0,0.9,-1.2014305591583252,0.649140477180481,0.4868926405906677",0
HSL LRB,"0.0,1.0,0.35,0.48921358585357666,-0.6463161110877991,0.7733021378517151",0
synchronous scheduled approach,"0.0,1.0,1.5,0.4703390598297119,0.05668415501713753,1.1332463026046753",0
nearby matrix,"0.0,1.0,0.65,-5.872068881988525,2.78525972366333,2.0647342205047607",0
addition SuperLU,"0.0,1.0,0.8,0.7948282957077026,-0.6270055770874023,1.7172763347625732",0
multifrontal approach LRB MUMPS RRB Note,"0.0,1.0,2.0,3.4787590503692627,-1.0703532695770264,3.892443895339966",1
Davis collection LRB CFD RRB,"0.0,1.0,1.4,0.573854386806488,-0.6486626863479614,0.8856725096702576",1
block columns,"0.0,1.0,0.65,-0.7048801183700562,1.1600816249847412,0.5405241847038269",0
format LRB Amestoy,"0.0,1.0,0.9,0.8739252686500549,-0.866430938243866,1.2894575595855713",0
performance differences,"0.0,1.0,1.15,-4.6557698249816895,-4.284952163696289,3.5304510593414307",0
communication buffers,"0.0,1.0,1.05,-9.21721076965332,-1.2539666891098022,4.278785228729248",0
LRB SuperLU RRB matrix,"0.0,1.0,1.1,-4.507407188415527,2.57159686088562,3.2079877853393555",1
PARASOL LRB Polyflow SA RRB collection LRB CFD RRB,"0.0,1.0,2.5,0.4374989867210388,-0.40594282746315,0.5836519002914429",1
column dimensions,"0.0,1.0,0.85,-6.368610382080078,-0.0007542818784713745,2.254676103591919",0
main data structure,"0.0,1.0,0.95,0.6183430552482605,3.9551239013671875,2.6609649658203125",0
uniprocessor Megaflop rate,"0.0,1.0,1.3,2.3394615650177,3.5752010345458984,3.0284993648529053",0
delayed pivots,"0.0,1.0,0.7,-1.0865694284439087,0.2764281928539276,1.1656901836395264",0
PSLDLT,"0.0,1.0,0.3,0.2823401987552643,-0.24463704228401184,0.2752872407436371",0
acyclic graph,"0.0,1.0,0.65,1.392841100692749,0.5903658270835876,1.220337152481079",0
LU factorization,"0.0,1.0,0.8,1.9693020582199097,-2.137821912765503,3.073894739151001",0
RRB U LRB K Figure,"0.0,1.0,0.9,2.3966968059539795,-2.499842405319214,3.3608486652374268",1
default option,"0.0,1.0,0.7,0.46251368522644043,0.1962561309337616,0.08651215583086014",0
initial parallelism,"0.0,1.0,0.95,0.7501265406608582,1.081387996673584,0.8803852796554565",0
direct solversa multifrontal solver MUMPS,"0.0,1.0,2.05,2.7203164100646973,-1.3588531017303467,3.7062699794769287",1
asynchronous multifrontal solver,"0.0,1.0,1.6,0.38280391693115234,-1.1657419204711914,1.1366052627563477",0
dense matrix blocks,"0.0,1.0,0.95,-4.7823662757873535,2.1572747230529785,1.4677549600601196",0
Laplacian operator,"0.0,1.0,0.9,0.056988269090652466,-0.2156451940536499,0.6775671243667603",0
leaves RRB,"0.0,1.0,0.5,-0.5933855175971985,0.6584590077400208,0.23003444075584412",0
different heights,"0.0,1.0,0.85,0.24023155868053436,1.2732831239700317,0.6513529419898987",0
iterative refinement LRB lines,"0.0,1.0,1.5,-4.905416488647461,-1.8577038049697876,2.4899446964263916",1
memory allocation,"0.0,1.0,0.85,-2.805298089981079,-5.705470561981201,4.311944961547852",0
MUMPSSYM,"0.0,1.0,0.4,0.0,0.0,0.0",0
maximum memory usage,"0.0,1.0,1.0,-1.947222352027893,-3.6448705196380615,3.03432297706604",0
RRB PSPASES Multifrontal SPD,"0.0,1.0,1.4,0.7192811369895935,-0.6160103678703308,0.9752951264381409",1
IR,"0.0,1.0,0.1,0.1361975371837616,0.17939704656600952,-0.32894885540008545",1
NY,"0.0,1.0,0.1,1.1087770462036133,-1.0766602754592896,1.6749939918518066",1
J RRB L LRB,"0.0,1.0,0.55,1.175695776939392,0.5094380378723145,1.2680096626281738",1
unsymmetric supernode,"0.0,1.0,1.05,0.23591384291648865,-0.21560685336589813,0.46974891424179077",0
Table Memory,"0.0,1.0,0.6,-2.2328031063079834,-6.119920253753662,5.059959411621094",0
distributed dynamic scheduling SPOOLES,"0.0,1.0,1.9,0.6801280379295349,0.02186543494462967,1.1213079690933228",1
initial matrix,"0.0,1.0,0.7,-5.249935150146484,3.2457120418548584,2.523151397705078",0
solve phases,"0.0,1.0,0.6,0.2602424919605255,-0.0016456395387649536,0.3777793049812317",0
nonuniform size Figure,"0.0,1.0,1.1,0.9117372035980225,2.533517360687256,3.783932685852051",0
RRB show results,"0.0,1.0,0.8,1.3823466300964355,-1.5149099826812744,2.11104416847229",0
vampir trace LRB Nagel Arnold Weber Hoppe,"0.0,1.0,2.05,0.08262947201728821,-0.07975920289754868,0.6674955487251282",1
Sparse Matrices,"0.0,1.0,0.75,-5.355086326599121,2.1124892234802246,2.5545129776000977",0
column process sets,"0.0,1.0,0.95,-8.279976844787598,0.9869568943977356,3.3081061840057373",0
performance penalty,"0.0,1.0,0.95,-4.315074443817139,-4.13144063949585,3.345099449157715",0
mixtank MUMPS,"0.0,1.0,0.65,5.266242504119873,-1.1744190454483032,5.55483865737915",0
input matrix,"0.0,1.0,0.6,-5.798080921173096,2.6436169147491455,1.8519847393035889",0
Nonsymmetric Matrices,"0.0,1.0,1.05,0.20689401030540466,-0.6786803603172302,1.005062460899353",0
performance RRB,"0.0,1.0,0.75,-8.572287559509277,-7.990110874176025,6.592660427093506",0
unsymmetric factorization versions,"0.0,1.0,1.7,1.0808868408203125,1.7541478872299194,2.815114736557007",0
numerical impact,"0.0,1.0,0.8,0.05805787444114685,-0.4938697814941406,0.7944448590278625",0
approximate minimum degree LRB AMD RRB LRB Amestoy Davis,"0.0,1.0,2.8,-0.8448140025138855,0.5159940123558044,3.2653095722198486",1
previous papers,"0.0,1.0,0.75,0.40749624371528625,-0.313735693693161,0.6507569551467896",0
offdiagonal pivots drops,"0.0,1.0,1.2,-0.4677319824695587,0.050447121262550354,0.9164375066757202",0
UNS,"0.0,1.0,0.15,0.6313262581825256,-0.6583649516105652,0.9033220410346985",1
acyclic graph LRB Gilbert,"0.0,1.0,1.25,0.9676082730293274,0.3115379512310028,0.9656900763511658",1
WITH,"0.0,1.0,0.2,-0.31178292632102966,0.14643226563930511,0.5033130049705505",1
symmetric sparsity orderings,"0.0,1.0,1.4,-1.691355586051941,-0.7529448866844177,0.9451718330383301",0
MHertz processor,"0.0,1.0,0.8,0.5315816402435303,0.9508851170539856,0.6533287763595581",0
MUMPS LRB,"0.0,1.0,0.45,10.328235626220703,-2.3706886768341064,11.093278884887695",0
dynamic versus,"0.0,1.0,0.7,0.5972181558609009,0.44945138692855835,0.5421369075775146",0
memory SuperLU,"0.0,1.0,0.7,-1.4198788404464722,-5.767257213592529,5.677395820617676",0
J RRB LRB,"0.0,1.0,0.45,1.7134064435958862,1.6297051906585693,1.66798734664917",0
MUMPS RRB,"0.0,1.0,0.45,10.328235626220703,-2.3706886768341064,11.093278884887695",0
mixtank ND MUMPS,"0.0,1.0,0.8,3.5704948902130127,-0.8585779666900635,3.701411008834839",0
communication volume,"0.0,1.0,1.0,-9.62555980682373,3.9787473678588867,3.117616653442383",0
run time cost,"0.0,1.0,0.65,0.7205074429512024,3.159505844116211,3.9631567001342773",0
speed penalty,"0.0,1.0,0.65,-0.3541862964630127,-0.09474478662014008,0.1432739794254303",0
MUMPS note,"0.0,1.0,0.5,5.470466136932373,-1.5236294269561768,6.015870571136475",0
MPI Application,"0.0,1.0,0.75,-1.6043193340301514,-0.049836356192827225,0.6403139233589172",0
processors Avg Max Avg Max Avg Max bbmat AMD MUMPS,"0.0,1.0,2.5,1.9590593576431274,-2.246384620666504,3.8157882690429688",1
current Version,"0.0,1.0,0.75,-0.6502061486244202,-0.3604722023010254,0.9233713150024414",0
twotone MUMPS AMD,"0.0,1.0,0.85,6.9558424949646,-1.5486445426940918,7.309548854827881",0
MUMPS factorization phase,"0.0,1.0,1.25,7.761605739593506,-2.3230936527252197,8.707413673400879",0
main factor,"0.0,1.0,0.55,-1.054059624671936,-1.2802295684814453,0.9144048690795898",0
maximum dimension,"0.0,1.0,0.85,-0.07076297700405121,0.33265355229377747,0.44194942712783813",0
work corresponding,"0.0,1.0,0.9,0.8731099367141724,-0.9750201106071472,1.4892220497131348",0
dynamic strategy,"0.0,1.0,0.8,-0.9659039378166199,0.9943615794181824,1.0535449981689453",0
Rich Vuduc,"0.0,1.0,0.5,-0.14646455645561218,0.20617878437042236,0.8211305737495422",0
node Early,"0.0,1.0,0.5,1.2713170051574707,5.6735310554504395,2.963991403579712",0
early version,"0.0,1.0,0.65,-0.43032580614089966,-0.8910728096961975,0.6421409249305725",0
Highly Indefinite,"0.0,1.0,0.85,-0.6837465763092041,0.6571048498153687,0.7277363538742065",0
Heath Ng,"0.0,1.0,0.4,0.11191049963235855,0.052978768944740295,0.6189374923706055",0
SGI,"0.0,1.0,0.15,-0.13501980900764465,0.8447332382202148,0.2670426070690155",0
symmetric permutation,"0.0,1.0,1.05,0.10424823313951492,0.10104618221521378,0.06132056936621666",0
tree parallelism,"0.0,1.0,0.8,-4.03173828125,5.660897254943848,2.195552349090576",0
critical LRB,"0.0,1.0,0.6,-0.2978222668170929,0.8425164222717285,0.5173905491828918",0
socalled worker,"0.0,1.0,0.75,-0.08565313369035721,0.11590328812599182,0.10092175751924515",0
extra floatingpoint operations,"0.0,1.0,1.5,-0.18879848718643188,-0.6001201868057251,0.4937436580657959",0
inner product formulation,"0.0,1.0,1.25,-2.3141725063323975,4.37869119644165,2.3337385654449463",0
MUMPS package,"0.0,1.0,0.65,5.329959392547607,-1.160496711730957,5.536453723907471",0
floatingpoint operations,"0.0,1.0,1.2,-0.04134472459554672,-1.4636054039001465,1.0767009258270264",0
Scheduling Algorithm,"0.0,1.0,1.0,5.749300479888916,1.9704959392547607,5.718247413635254",0
U LRB K J RRB,"0.0,1.0,0.65,1.9141725301742554,-0.8226103186607361,2.419029474258423",1
MUMPS factorization phase Process,"0.0,1.0,1.65,2.6233136653900146,-1.5122654438018799,7.657899379730225",1
reals integers,"0.0,1.0,0.7,0.40586864948272705,-0.19008959829807281,0.30938464403152466",0
factorization time LRB,"0.0,1.0,1.1,3.5664901733398438,-3.705338954925537,5.127415657043457",0
ACMIEEE,"0.0,1.0,0.35,0.0,0.0,0.0",0
Web page,"0.0,1.0,0.4,-0.30792441964149475,1.8442730903625488,0.8146350383758545",0
unsymmetric pattern,"0.0,1.0,0.95,-2.2916831970214844,-1.1675214767456055,1.6093379259109497",0
italic factors,"0.0,1.0,0.7,0.06765593588352203,0.09352829307317734,0.01887546479701996",0
original matrix,"0.0,1.0,0.75,-5.88023567199707,1.859407663345337,2.5179295539855957",0
offdiagonal blocks,"0.0,1.0,0.9,-1.3035751581192017,0.4527120590209961,0.37816300988197327",0
edags Consider,"0.0,1.0,0.7,-0.07700291275978088,0.0696057602763176,0.2164476215839386",0
parallelism LRB,"0.0,1.0,0.75,0.2651233673095703,1.0813322067260742,0.4283750355243683",0
uniprocessor factorization time,"0.0,1.0,1.55,2.7165186405181885,-1.9902406930923462,3.968787431716919",0
constant number,"0.0,1.0,0.75,1.268059492111206,-5.784562587738037,5.467606544494629",0
outofrange LRB,"0.0,1.0,0.7,0.0,0.0,0.0",0
column Thus,"0.0,1.0,0.55,-12.528460502624512,0.2973736822605133,4.6296491622924805",0
MPI pointtopoint communications,"0.0,1.0,1.55,-2.2676632404327393,-0.6557652354240417,1.1328225135803223",0
large problems,"0.0,1.0,0.7,-2.7950282096862793,2.0291993618011475,1.8926161527633667",0
large number,"0.0,1.0,0.6,0.8653228878974915,-6.262225151062012,5.614267349243164",1
block partition,"0.0,1.0,0.75,-0.4492969512939453,1.1177644729614258,0.3994124233722687",0
Chiara Puglisi,"0.0,1.0,0.7,-0.030635377392172813,-0.024350563064217567,0.3573397994041443",0
threedimensional LRB NX NY NZ RRB,"0.0,1.0,1.65,0.6814513802528381,-0.6585630774497986,0.9736451506614685",1
partitioning scheme,"0.0,1.0,0.95,-0.6606064438819885,0.09858942031860352,0.23440563678741455",0
dissection RRB Processors rate MUMPSSYM MUMPSUNS Figure,"0.0,1.0,2.75,1.7936840057373047,-0.909980058670044,5.714580059051514",1
time LRB,"0.0,1.0,0.4,4.343237400054932,-4.529041290283203,6.1266984939575195",0
iterative refinement SuperLU,"0.0,1.0,1.4,-3.8817355632781982,-2.1073687076568604,3.3209712505340576",0
dependent parameters,"0.0,1.0,1.0,0.4539795517921448,-0.45611441135406494,0.9092478156089783",0
task independence,"0.0,1.0,0.85,-1.2111446857452393,6.50478458404541,2.406968832015991",0
TR,"0.0,1.0,0.1,-0.021109485998749733,-0.0900827944278717,0.7125157713890076",1
large sparse sets,"0.0,1.0,0.85,-3.6785919666290283,1.7905560731887817,1.9580706357955933",0
VTAPI,"0.0,1.0,0.25,0.0,0.0,0.0",0
test matrices,"0.0,1.0,0.65,3.5025899410247803,-5.13835334777832,6.328399658203125",0
Matrix Analysis,"0.0,1.0,0.75,-0.9448647499084473,1.789792776107788,7.212709426879883",0
significant increase,"0.0,1.0,1.0,-1.3952875137329102,-1.3499526977539062,1.3744862079620361",0
cubic grids RRB spent,"0.0,1.0,1.05,0.10523568093776703,2.907611846923828,1.5423566102981567",1
subsequent matrix factorization,"0.0,1.0,1.55,-2.9511091709136963,0.8404716849327087,2.7599260807037354",0
computation MUMPS,"0.0,1.0,0.85,0.7826008796691895,0.2776538133621216,6.93415641784668",0
example results,"0.0,1.0,0.75,1.9386194944381714,-1.8859837055206299,2.8917224407196045",0
distinct phases,"0.0,1.0,0.75,-0.0970936194062233,0.4745834171772003,0.539527177810669",0
target machines,"0.0,1.0,0.75,0.0867951437830925,-0.06494038552045822,0.2923462986946106",0
solution times,"0.0,1.0,0.7,0.5257812142372131,1.0964202880859375,0.9418514966964722",0
test examples,"0.0,1.0,0.65,3.1769535541534424,-4.608883380889893,5.7797136306762695",0
multifrontal algorithm,"0.0,1.0,1.1,5.298258304595947,1.0170502662658691,5.422567367553711",0
RRB Multifrontal UNS,"0.0,1.0,1.0,0.8700772523880005,-0.8729643821716309,1.1717125177383423",0
RRB PARDISO Leftright,"0.0,1.0,1.05,0.403611421585083,-0.6648533940315247,0.6634911894798279",0
diagonal LRB,"0.0,1.0,0.6,-2.863917350769043,9.749781608581543,3.548211097717285",0
new scheduling algorithm,"0.0,1.0,1.2,4.0892791748046875,2.301839590072632,4.306289196014404",0
parallelism RRB,"0.0,1.0,0.75,0.2651233673095703,1.0813322067260742,0.4283750355243683",0
