candidate,feature,label
LRB Nagel,"0.0,1.0,0.45,0.5244332551956177,-0.10961546003818512,0.5943267941474915",0
JeanYves LExcellent,"0.0,1.0,0.95,0.0,0.0,0.0",0
elimination operations,"0.0,1.0,1.1,0.2991921603679657,2.4902234077453613,1.2377214431762695",0
symmetric sparse systems,"0.0,1.0,1.2,-3.721454381942749,0.18651056289672852,2.711158037185669",0
onedimensional partitioning,"0.0,1.0,1.35,-0.5020325779914856,-0.07012981921434402,0.1426827311515808",0
target machines,"0.0,1.0,0.75,0.10793141275644302,-0.15963958203792572,0.2737653851509094",0
twotone MUMPS,"0.0,1.0,0.65,2.518549919128418,-3.2064285278320312,6.445972919464111",0
SCOTCH,"0.0,1.0,0.3,0.1721915900707245,0.29788491129875183,0.2498420923948288",0
NX8,"0.0,1.0,0.15,0.0,0.0,0.0",0
PARDISO Future,"0.0,1.0,0.7,-5.225423812866211,1.2919268608093262,2.081878662109375",0
different logic,"0.0,1.0,0.75,-4.123456954956055,-0.9271105527877808,4.311156272888184",0
see Figure,"0.0,1.0,0.5,2.519634962081909,-0.29737430810928345,2.6042063236236572",0
idle time,"0.0,1.0,0.45,3.30908465385437,-0.43337729573249817,3.4956045150756836",0
CAPSS,"0.0,1.0,0.25,-0.26692894101142883,0.1577521711587906,0.1571749895811081",0
matrix L,"0.0,1.0,0.4,-5.563793659210205,1.6577509641647339,2.002523183822632",0
matrix files,"0.0,1.0,0.6,-5.959220886230469,1.7704955339431763,1.7232285737991333",0
asynchronous communications,"0.0,1.0,1.35,-1.9673608541488647,1.2892132997512817,0.31443479657173157",0
Puglisi LRB,"0.0,1.0,0.55,0.1535605788230896,0.0028501776978373528,0.4627484381198883",0
minimum degree,"0.0,1.0,0.7,-5.096643447875977,-4.444714546203613,6.9440202713012695",0
Leftlooking SPD,"0.0,1.0,0.75,1.0080832242965698,0.0624425932765007,1.2778425216674805",0
K RRB,"0.0,1.0,0.25,3.973587989807129,-0.42934274673461914,4.162613868713379",0
performance RRB,"0.0,1.0,0.75,-11.753694534301758,-1.8901206254959106,6.371620178222656",0
floatingpoint operations,"0.0,1.0,1.2,0.18633563816547394,-1.0155315399169922,1.6703373193740845",0
DEC,"0.0,1.0,0.15,-0.19958308339118958,0.6330265402793884,0.3374119997024536",1
product RRB,"0.0,1.0,0.55,2.39475679397583,14.61125373840332,2.1597068309783936",0
memory mixtank,"0.0,1.0,0.7,-4.174398899078369,-2.916292905807495,4.655216217041016",0
true jj,"0.0,1.0,0.35,0.6874972581863403,0.20683977007865906,0.9939340353012085",0
solvers Nb,"0.0,1.0,0.5,-4.049343585968018,1.0695661306381226,1.25799560546875",0
definitive comment,"0.0,1.0,0.9,-0.041670504957437515,0.4133594334125519,0.5420187711715698",0
LRB Duff,"0.0,1.0,0.4,2.1647942066192627,-0.024149417877197266,2.38324236869812",0
WSMP,"0.0,1.0,0.2,0.4344920217990875,-0.1451852023601532,0.5956177115440369",0
current Version,"0.0,1.0,0.75,-0.7281069159507751,0.07311257719993591,0.8790026903152466",0
Megaflop rate,"0.0,1.0,0.65,4.037749767303467,4.730222702026367,2.5210955142974854",1
processors MUMPS,"0.0,1.0,0.8,3.3476147651672363,-6.905601501464844,12.832347869873047",0
sparse direct,"0.0,1.0,0.65,-6.521774768829346,1.792245864868164,1.838291049003601",0
cubic LRB NX,"0.0,1.0,0.6,0.5294365286827087,1.0620098114013672,0.9173092842102051",0
uniprocessor performance,"0.0,1.0,1.2,-5.9664225578308105,-0.3983694911003113,3.6953959465026855",0
back substitution proceeds,"0.0,1.0,1.3,-1.3867835998535156,-0.1452653408050537,1.1079745292663574",0
general properties,"0.0,1.0,0.9,1.106480360031128,4.5161895751953125,1.2281278371810913",0
LRB Schenk,"0.0,1.0,0.5,1.345897912979126,-0.12881994247436523,1.3676347732543945",0
Highly Indefinite,"0.0,1.0,0.85,-0.524811863899231,0.6179950833320618,0.5016874670982361",0
leaves RRB,"0.0,1.0,0.5,-0.20445500314235687,1.047497034072876,0.175393745303154",0
p processors,"0.0,1.0,0.6,6.635979175567627,-1.2430799007415771,10.835285186767578",0
Process Process,"0.0,1.0,0.75,1.0153239965438843,13.322430610656738,1.7461196184158325",0
large overlap,"0.0,1.0,0.65,0.12482030689716339,-0.6006162166595459,0.8501324653625488",0
significant increase,"0.0,1.0,1.0,-0.7694870829582214,-0.22446247935295105,1.1226370334625244",0
row IR,"0.0,1.0,0.3,0.03369699418544769,0.3650566637516022,-0.2246546745300293",0
uniprocessor factorization time,"0.0,1.0,1.55,3.2996275424957275,-0.04998272657394409,4.023067474365234",0
factorization phase,"0.0,1.0,0.95,0.12313854694366455,-4.047033786773682,7.893612861633301",1
average volume,"0.0,1.0,0.7,-6.283569812774658,1.6194545030593872,1.8302741050720215",0
italic factors,"0.0,1.0,0.7,-0.06197229027748108,-0.03529837727546692,0.1774638593196869",0
ACMIEEE conference,"0.0,1.0,0.9,-11.791424751281738,8.475127220153809,1.901872158050537",0
stateoftheart solvers,"0.0,1.0,1.05,-8.145231246948242,2.087700366973877,2.4937362670898438",0
unsymmetric test matrices,"0.0,1.0,1.25,4.197603702545166,2.1462795734405518,3.1740407943725586",0
different heights,"0.0,1.0,0.85,0.6142894625663757,1.2071787118911743,0.26747289299964905",0
maximum dimension,"0.0,1.0,0.85,-0.13157565891742706,0.27938783168792725,0.3078044652938843",0
different sensitivity,"0.0,1.0,1.05,0.5280042290687561,1.3212600946426392,0.30056729912757874",0
Amestoy Iain,"0.0,1.0,0.6,1.2906569242477417,-0.1327650099992752,1.477949619293213",0
parallel distributedmemory machinethe,"0.0,1.0,1.85,-2.4427759647369385,0.5662329792976379,0.6830762624740601",0
asymmetric structures,"0.0,1.0,1.05,0.21837207674980164,0.4095892310142517,0.05817854776978493",0
PSLDU,"0.0,1.0,0.25,0.3875580430030823,-0.06399766355752945,0.34880220890045166",0
supernodal technique,"0.0,1.0,1.0,-0.614063024520874,-0.23233836889266968,0.3500176966190338",0
TOMS,"0.0,1.0,0.2,0.490367591381073,0.03544669598340988,0.3947821259498596",0
numerical factorization,"0.0,1.0,1.15,2.3543386459350586,-0.38071927428245544,2.9971375465393066",0
diagonal process LRB,"0.0,1.0,1.0,1.4913413524627686,12.098665237426758,1.7553699016571045",0
static pivoting,"0.0,1.0,0.75,1.1476235389709473,6.316939830780029,1.057265043258667",0
Shared memory,"0.0,1.0,0.65,-4.387624740600586,-2.694601535797119,4.558516502380371",0
Scheduling Algorithm,"0.0,1.0,1.0,6.404653072357178,3.0125768184661865,4.771939754486084",0
test set,"0.0,1.0,0.4,5.642366409301758,3.8105061054229736,4.122986316680908",0
clear description,"0.0,1.0,0.85,0.0069808512926101685,-0.081528440117836,0.2866207957267761",0
MUMPS LRB,"0.0,1.0,0.45,4.75762939453125,-6.256509304046631,12.693532943725586",0
Processors rate,"0.0,1.0,0.75,4.8214592933654785,0.8418483734130859,8.906071662902832",0
Matrix Iter,"0.0,1.0,0.55,-5.896115303039551,1.5197901725769043,2.218315601348877",0
numerical impact,"0.0,1.0,0.8,0.132314532995224,-0.10654141008853912,0.947911262512207",0
SPD,"0.0,1.0,0.15,1.0080832242965698,0.0624425932765007,1.2778425216674805",0
columns MUMPS,"0.0,1.0,0.65,2.0150647163391113,-3.1220703125,6.615641117095947",0
unsymmetric supernode,"0.0,1.0,1.05,0.4215414822101593,0.12598766386508942,0.492745041847229",0
important role,"0.0,1.0,0.7,0.09665515273809433,0.03678154945373535,0.2032269835472107",0
numerical factorization httpwww,"0.0,1.0,1.55,2.3543386459350586,-0.38071927428245544,2.9971375465393066",0
Recent advances,"0.0,1.0,0.75,-1.5459696054458618,1.0786904096603394,0.22748905420303345",0
symmetric matrices,"0.0,1.0,0.9,0.8955418467521667,0.4761618673801422,0.5772836804389954",0
LRB CDROM,"0.0,1.0,0.45,0.4254976809024811,-0.044765640050172806,0.24655179679393768",0
VTAPI,"0.0,1.0,0.25,0.0,0.0,0.0",0
nested dissectionhaloamd,"0.0,1.0,1.2,-0.19396492838859558,-2.3935277462005615,4.038051128387451",0
asynchronous behaviour,"0.0,1.0,1.1,-0.2288505584001541,0.04245535656809807,0.1015978455543518",0
LU factorization,"0.0,1.0,0.8,2.592064380645752,-0.4028097987174988,3.176283836364746",0
following matrix notation,"0.0,1.0,1.25,-3.6670618057250977,1.192763328552246,1.8583712577819824",0
sophisticated data structure,"0.0,1.0,1.4,2.2635788917541504,4.660237789154053,1.2208654880523682",0
Sparse Matrices,"0.0,1.0,0.75,-5.213432788848877,2.19079852104187,2.192437171936035",0
Fanin SPD,"0.0,1.0,0.45,1.0080832242965698,0.0624425932765007,1.2778425216674805",0
critical part,"0.0,1.0,0.65,0.5322386026382446,-0.028925076127052307,1.1544948816299438",0
analysis phase,"0.0,1.0,0.7,-3.954343318939209,-7.381173610687256,11.211868286132812",1
virtual memory,"0.0,1.0,0.7,-4.595393180847168,-3.0081911087036133,4.7909135818481445",0
automatic decision,"0.0,1.0,0.9,-0.11022879183292389,0.6920283436775208,0.04306302219629288",0
current version,"0.0,1.0,0.75,-0.7281069159507751,0.07311257719993591,0.8790026903152466",0
GMD,"0.0,1.0,0.15,1.5053813457489014,-0.23847272992134094,1.5925092697143555",0
solvers B,"0.0,1.0,0.45,-2.295304298400879,0.8014374375343323,3.146411180496216",0
RRB LRB,"0.0,1.0,0.35,0.0,0.0,0.0",0
K J,"0.0,1.0,0.15,2.9512276649475098,0.8408681154251099,2.6385996341705322",0
matrix bbmat,"0.0,1.0,0.6,-5.866572856903076,1.4486019611358643,1.7989530563354492",0
MPI Application,"0.0,1.0,0.75,-1.2590652704238892,1.0323647260665894,0.22471056878566742",0
perturbed Process Process,"0.0,1.0,1.25,0.763444721698761,9.012696266174316,1.0134762525558472",0
rows overhead,"0.0,1.0,0.65,-0.8691617846488953,-0.3446800112724304,0.5884094834327698",0
default MUMPS,"0.0,1.0,0.65,2.5518391132354736,-3.118168354034424,6.254614353179932",0
MUMPSSYM,"0.0,1.0,0.4,0.0,0.0,0.0",0
LRB rua,"0.0,1.0,0.35,0.4461950361728668,0.12674695253372192,0.2956220805644989",0
differentialalgebraic equations,"0.0,1.0,1.55,-0.37357717752456665,0.03675968572497368,0.06621329486370087",0
Schur complement,"0.0,1.0,0.8,-0.6201958656311035,-0.7433597445487976,1.935968279838562",0
many processors,"0.0,1.0,0.75,2.0032083988189697,-3.8586411476135254,7.542393684387207",0
processor Results,"0.0,1.0,0.85,2.518463373184204,0.5228353142738342,2.5257134437561035",0
assembly operations,"0.0,1.0,0.95,0.15666437149047852,-0.5036439299583435,0.7009644508361816",0
vampir trace,"0.0,1.0,0.6,0.4337465763092041,0.138248473405838,0.5142629146575928",0
critical LRB,"0.0,1.0,0.6,-0.25733307003974915,0.11025908589363098,0.7784900069236755",0
multiple elimination,"0.0,1.0,1.0,-0.3194617033004761,2.739246368408203,0.8383767008781433",0
LRB K,"0.0,1.0,0.25,3.973587989807129,-0.42934274673461914,4.162613868713379",0
LRB ND,"0.0,1.0,0.3,0.2542508840560913,-0.2013862133026123,0.15681427717208862",0
routine GEMV LRB,"0.0,1.0,0.8,-0.17307578027248383,0.2915705442428589,0.40061259269714355",0
Scope Availability,"0.0,1.0,0.9,0.15881499648094177,0.15796244144439697,0.9016693830490112",0
halfprecision perturbation,"0.0,1.0,1.3,0.16698575019836426,0.34898698329925537,0.2863886058330536",0
total volume,"0.0,1.0,0.6,-5.450934410095215,1.95280122756958,1.6797411441802979",0
z Multifrontal,"0.0,1.0,0.7,1.010095477104187,-0.06797853112220764,0.8079638481140137",0
column dimensions,"0.0,1.0,0.85,0.6299509406089783,7.1727094650268555,0.8814089894294739",0
SYM,"0.0,1.0,0.15,0.12460622936487198,0.12679313123226166,0.4894399642944336",1
direct codes,"0.0,1.0,0.6,-1.3483097553253174,0.2921005189418793,0.4391460716724396",0
diagonal block,"0.0,1.0,0.7,0.8999072313308716,6.567458152770996,0.9446228742599487",0
LRB TOMS,"0.0,1.0,0.4,0.490367591381073,0.03544669598340988,0.3947821259498596",0
MUMPS,"0.0,1.0,0.25,4.75762939453125,-6.256509304046631,12.693532943725586",1
different orderings,"0.0,1.0,0.95,0.4598725140094757,1.2226457595825195,0.35715723037719727",0
work corresponding,"0.0,1.0,0.9,1.086580753326416,0.016916543245315552,1.5449820756912231",0
QR,"0.0,1.0,0.1,0.5346245169639587,-0.025923246517777443,0.9061617255210876",0
refinement Additionally,"0.0,1.0,1.15,-7.795233249664307,1.6603597402572632,2.4308018684387207",0
Fanout UNS,"0.0,1.0,0.5,0.9426758885383606,-0.00399479316547513,0.9464041590690613",0
factorization block,"0.0,1.0,0.95,1.802098274230957,0.8352880477905273,2.264535665512085",0
efficient sparse matrix,"0.0,1.0,1.15,-7.748589992523193,1.9509426355361938,2.7393176555633545",0
SIAM Journal,"0.0,1.0,0.6,-0.5662791728973389,0.20258685946464539,-0.0002787858247756958",0
CAPSS Multifrontal,"0.0,1.0,0.9,0.6635538339614868,-0.023164846003055573,0.9097763895988464",0
minimum task granularity,"0.0,1.0,1.2,-2.170461416244507,3.31911301612854,2.72119140625",0
task dependencies,"0.0,1.0,0.85,-0.9531698822975159,7.338935852050781,0.506891131401062",0
triangular solves,"0.0,1.0,0.85,0.06385832279920578,0.14099708199501038,0.43411096930503845",0
integer RRB,"0.0,1.0,0.55,0.38362497091293335,1.0176129341125488,0.16773582994937897",0
distributing work,"0.0,1.0,0.85,1.2199981212615967,-0.2625894248485565,1.54472815990448",0
LRB Chem,"0.0,1.0,0.4,0.627605676651001,-0.06149591878056526,0.7233761548995972",0
bushy elimination trees,"0.0,1.0,1.15,0.11430979520082474,2.1505086421966553,0.31071847677230835",0
SuperLU LRB,"0.0,1.0,0.55,1.0793555974960327,-1.8215497732162476,3.2083396911621094",0
threshold value,"0.0,1.0,0.75,1.2374521493911743,5.368465423583984,1.0151318311691284",0
little time,"0.0,1.0,0.55,3.0335593223571777,-0.3382345139980316,3.4298367500305176",0
AMD,"0.0,1.0,0.15,4.687033176422119,-6.525425434112549,12.953322410583496",1
MUMPS Figure,"0.0,1.0,0.6,4.667863845825195,-3.3835222721099854,8.751214981079102",0
cubic grids,"0.0,1.0,0.55,-0.4136214256286621,2.1384425163269043,0.6771668195724487",0
N supernodes,"0.0,1.0,0.6,1.0503780841827393,7.62069845199585,1.3191529512405396",0
objectoriented sparse matrix,"0.0,1.0,1.4,-11.972602844238281,3.2951481342315674,3.354172945022583",0
Cholesky factorization,"0.0,1.0,1.1,1.8262360095977783,-0.09239444136619568,2.2094686031341553",0
unsymmetrized multifrontal LU,"0.0,1.0,1.45,0.9619486927986145,-0.16716830432415009,1.1020342111587524",0
LRB Berr,"0.0,1.0,0.4,0.24345941841602325,-0.08399465680122375,0.3063414692878723",0
interprocessor communication,"0.0,1.0,1.4,-4.382602691650391,-0.524002194404602,2.2452988624572754",0
LRB Demmel,"0.0,1.0,0.5,-2.0309910774230957,-7.377325057983398,11.45117473602295",0
Jacko Koster,"0.0,1.0,0.6,0.4531102180480957,0.07104940712451935,0.3543337881565094",0
regular data structures,"0.0,1.0,1.15,1.8265639543533325,4.103565692901611,1.1458758115768433",0
PARDISO,"0.0,1.0,0.35,0.6822414398193359,-0.07368052750825882,0.7378935813903809",0
MUMPS package,"0.0,1.0,0.65,2.3139255046844482,-3.2830710411071777,6.3351030349731445",0
nonuniform size Figure,"0.0,1.0,1.1,1.7168047428131104,4.198958396911621,2.698157787322998",0
TR Parallel,"0.0,1.0,0.55,-1.3962957859039307,0.31919318437576294,0.6395244598388672",0
upper bound,"0.0,1.0,0.55,-8.46451187133789,0.7472577095031738,3.21547794342041",0
small pivots,"0.0,1.0,0.6,-0.6747425198554993,-0.1356145739555359,1.2424691915512085",0
NY NZ,"0.0,1.0,0.25,0.8886289596557617,-0.08226984739303589,1.0493472814559937",0
Baltimore Maryland,"0.0,1.0,0.9,-0.23727969825267792,-0.5553503036499023,1.3055050373077393",0
factored block,"0.0,1.0,0.7,-0.07799381017684937,1.1136491298675537,0.16002239286899567",0
dynamic scheduling SPOOLES,"0.0,1.0,1.3,1.1626378297805786,0.581126868724823,0.9175775647163391",0
permuted matrix,"0.0,1.0,0.75,-6.039541721343994,1.5735112428665161,1.644115686416626",0
current algorithm,"0.0,1.0,0.85,5.334680557250977,2.8246073722839355,4.153044700622559",0
Matrix Ord,"0.0,1.0,0.5,-6.091596603393555,1.6567453145980835,1.6539740562438965",0
matrixvector products,"0.0,1.0,1.05,0.24560028314590454,0.045910995453596115,-0.018961163237690926",0
rows LRB,"0.0,1.0,0.4,-1.238547682762146,-0.36754611134529114,0.7635647058486938",0
asymmetric structure,"0.0,1.0,1.0,0.6099335551261902,1.2277861833572388,0.24467459321022034",0
Peyton LRB,"0.0,1.0,0.5,0.1676444262266159,-0.05991601198911667,0.5641562342643738",0
QR RECT,"0.0,1.0,0.35,0.15407714247703552,0.13702113926410675,0.6715275049209595",0
nested dissection orderings,"0.0,1.0,1.35,-0.13965660333633423,-1.55128812789917,2.679143190383911",0
Factorization Efficient,"0.0,1.0,1.15,2.235588550567627,-0.6634548306465149,2.957026481628418",0
RRB Table,"0.0,1.0,0.45,1.3548855781555176,-0.09192447364330292,1.3955144882202148",0
task graph,"0.0,1.0,0.5,0.3879249691963196,8.084779739379883,1.459001064300537",0
process mesh,"0.0,1.0,0.6,0.7138175964355469,6.598153591156006,1.2738020420074463",0
numerical factorization MPI,"0.0,1.0,1.35,1.556890606880188,-0.10801625996828079,1.9761781692504883",0
local decision,"0.0,1.0,0.7,-0.046365946531295776,0.006939619779586792,0.6512829065322876",0
dependent parameters,"0.0,1.0,1.0,0.6908004283905029,0.4569639265537262,0.6617841720581055",0
acyclic elimination graphs,"0.0,1.0,1.3,0.33539631962776184,2.1590778827667236,0.3458455801010132",0
necessary LRB Berr,"0.0,1.0,0.9,0.14958597719669342,-0.09472735226154327,0.4038527011871338",0
NZ,"0.0,1.0,0.1,0.2682785987854004,-0.14554034173488617,0.3840025067329407",1
p RRB,"0.0,1.0,0.25,11.334358215332031,5.0685343742370605,8.699408531188965",0
threshold pivoting,"0.0,1.0,0.9,1.565298080444336,7.942647457122803,1.3423855304718018",0
MUMPSUNS RRB,"0.0,1.0,0.6,0.0,0.0,0.0",0
Processors Efficiency,"0.0,1.0,1.05,0.9219500422477722,-3.7444400787353516,6.423285484313965",0
critical path Note,"0.0,1.0,0.9,-0.542719304561615,-0.7230167984962463,1.7367388010025024",0
algorithmic differences,"0.0,1.0,1.15,-0.5469127893447876,-0.28743261098861694,0.5944679975509644",0
sparse matrix,"0.0,1.0,0.65,-11.972602844238281,3.2951481342315674,3.354172945022583",0
paper R,"0.0,1.0,0.35,1.421231746673584,2.298898220062256,1.037215232849121",0
direct solver,"0.0,1.0,0.65,-0.2858727276325226,-0.6989827156066895,1.4322218894958496",0
seconds RRB,"0.0,1.0,0.55,0.24274885654449463,0.01139074843376875,0.22180509567260742",0
supernodal code SuperLU,"0.0,1.0,1.15,-0.12922056019306183,-0.8881590962409973,1.4970215559005737",0
general SuperLU,"0.0,1.0,0.75,0.10331356525421143,0.13637882471084595,1.8723742961883545",0
RRB estimation,"0.0,1.0,0.7,0.06300679594278336,0.07765080034732819,0.22432051599025726",0
nearby matrix,"0.0,1.0,0.65,-6.09331750869751,1.610012173652649,1.6560505628585815",0
quantum mechanics,"0.0,1.0,0.85,0.08197860419750214,0.03590197116136551,0.019173376262187958",0
GEMM,"0.0,1.0,0.2,0.46670183539390564,-0.044584259390830994,0.38547012209892273",0
selfscheduling loop,"0.0,1.0,0.95,-0.7579410672187805,1.544405221939087,0.7901791930198669",0
nonzero block,"0.0,1.0,0.65,-0.080750472843647,1.1355669498443604,-0.023891419172286987",0
new algorithm LRB,"0.0,1.0,0.85,5.999168872833252,3.8197150230407715,4.348404884338379",0
Sparse LU,"0.0,1.0,0.45,-5.343005180358887,1.5701279640197754,2.652219295501709",0
Berr RRB,"0.0,1.0,0.4,0.24345941841602325,-0.08399465680122375,0.3063414692878723",0
parameter space,"0.0,1.0,0.75,-0.912372350692749,0.7003920078277588,0.23515237867832184",0
Solve time,"0.0,1.0,0.5,2.9945456981658936,-0.4991859793663025,3.3639156818389893",0
httpwwwparallabuibnoparasol Real,"0.0,1.0,1.6,-5.464109420776367,4.863644599914551,0.7693624496459961",0
Ordering Solver,"0.0,1.0,0.75,0.30387401580810547,-1.135661005973816,1.898443341255188",0
Parallel Sparse,"0.0,1.0,0.75,-7.270586967468262,1.9613337516784668,2.0196964740753174",0
NY,"0.0,1.0,0.1,1.508979320526123,-0.018999358639121056,1.7146919965744019",1
relative influence,"0.0,1.0,0.9,-0.3967079520225525,-0.31046155095100403,0.19946539402008057",0
large number,"0.0,1.0,0.6,1.0224950313568115,-4.326672077178955,7.2391862869262695",1
Table Memory,"0.0,1.0,0.6,-3.6664011478424072,-2.9281363487243652,5.3274922370910645",0
Li James,"0.0,1.0,0.4,-1.0346440076828003,-4.252414703369141,6.531810760498047",0
linear systems ACM,"0.0,1.0,0.9,-0.7983419299125671,-0.36381280422210693,1.7906421422958374",0
multifrontal solver,"0.0,1.0,0.95,0.983721137046814,-0.9150522351264954,2.103278160095215",0
mpi isend RRB,"0.0,1.0,0.65,-0.038005124777555466,0.4373897612094879,-0.0657406747341156",0
unsymmetric factorization versions,"0.0,1.0,1.7,3.5123608112335205,1.5474168062210083,3.0920379161834717",0
LRB Gilbert,"0.0,1.0,0.55,0.34431448578834534,0.001048966427333653,0.4658898711204529",0
subsequent matrix factorization,"0.0,1.0,1.55,-2.637993574142456,1.016744613647461,2.7001984119415283",0
numerical issues,"0.0,1.0,0.8,0.4755629897117615,0.010359048843383789,1.1284626722335815",0
linear systems Elimination,"0.0,1.0,1.3,0.027847787365317345,1.1498241424560547,1.923836350440979",0
Matrix Analysis,"0.0,1.0,0.75,-8.115015029907227,-2.011929512023926,7.1964921951293945",0
main characteristics,"0.0,1.0,1.0,-0.5861960649490356,-0.41826215386390686,0.8818057775497437",0
additional work,"0.0,1.0,0.75,2.6001083850860596,3.4166958332061768,2.383716106414795",0
SCOTCH LRB,"0.0,1.0,0.5,0.1721915900707245,0.29788491129875183,0.2498420923948288",0
parallel efficiency,"0.0,1.0,0.95,-1.2682379484176636,0.316023588180542,0.27924254536628723",0
mixtank ND,"0.0,1.0,0.5,0.2965703010559082,-0.13481198251247406,0.10388839989900589",0
large test matrices,"0.0,1.0,0.95,4.117091655731201,1.6456979513168335,3.6087892055511475",0
extra floatingpoint operations,"0.0,1.0,1.5,0.08628855645656586,-0.38403216004371643,0.7791110277175903",0
static task mapping,"0.0,1.0,0.95,-0.4109194278717041,6.879947662353516,0.868408203125",0
addressable platforms,"0.0,1.0,1.05,-0.13151168823242188,0.07902787625789642,0.35382580757141113",0
BLAS kernel,"0.0,1.0,0.55,-0.8531365394592285,0.5099911093711853,0.3462885618209839",0
multifrontal approach,"0.0,1.0,1.05,1.0549720525741577,-0.7473499774932861,2.0507335662841797",0
main steps,"0.0,1.0,0.5,-1.07958984375,-0.3017016649246216,0.766609251499176",0
particular problem,"0.0,1.0,0.9,2.729919195175171,4.030300140380859,1.970340609550476",0
Klaus Grtner,"0.0,1.0,0.6,0.10303426533937454,0.17591379582881927,0.5840563774108887",0
Vol Mess,"0.0,1.0,0.4,-0.2792503833770752,0.2806378901004791,0.6201759576797485",0
computer code,"0.0,1.0,0.65,1.4929977655410767,5.775880336761475,2.1538281440734863",0
constant number,"0.0,1.0,0.75,1.4603198766708374,-3.716212511062622,6.882107257843018",0
real applications,"0.0,1.0,0.85,-3.5773162841796875,3.466865062713623,0.4670461416244507",0
important factors,"0.0,1.0,0.85,0.35719168186187744,0.14165866374969482,0.360042542219162",0
sparsity Consider,"0.0,1.0,0.85,-2.640296220779419,1.4521459341049194,0.5422190427780151",0
Sparse Matrix,"0.0,1.0,0.65,-11.972602844238281,3.2951481342315674,3.354172945022583",0
solver MUMPS,"0.0,1.0,0.6,2.5655174255371094,-3.9412660598754883,7.6188554763793945",0
MPI,"0.0,1.0,0.15,-0.038005124777555466,0.4373897612094879,-0.0657406747341156",0
Lawrence Berkeley,"0.0,1.0,0.85,-0.8707091808319092,2.9814987182617188,0.4379504919052124",0
MUMPS Matrices,"0.0,1.0,0.7,3.21458101272583,-2.615673542022705,6.8610453605651855",0
MC47,"0.0,1.0,0.2,-0.2591528296470642,0.1296183317899704,0.1438581645488739",0
frontal matrices,"0.0,1.0,0.8,0.650368332862854,0.6403365135192871,0.42848601937294006",0
interesting study,"0.0,1.0,0.85,0.4554467499256134,0.16529306769371033,0.46628862619400024",0
Grund LRB,"0.0,1.0,0.45,0.9051299691200256,-0.10409420728683472,1.0189244747161865",0
scalable distributedmemory sparse,"0.0,1.0,1.65,-5.922094821929932,1.8646785020828247,1.7574776411056519",0
dissection RRB,"0.0,1.0,0.7,-0.14815552532672882,-2.2656922340393066,3.810182809829712",0
scheduled approach,"0.0,1.0,0.9,0.16879671812057495,-0.44549304246902466,1.6182736158370972",0
RRB PSLDU,"0.0,1.0,0.45,0.3875580430030823,-0.06399766355752945,0.34880220890045166",0
modified entry,"0.0,1.0,0.7,0.06814152747392654,0.003284350037574768,0.20009925961494446",0
AMD MUMPS,"0.0,1.0,0.45,4.7223310470581055,-6.39096736907959,12.823427200317383",1
dynamic scheduling algorithm,"0.0,1.0,1.4,4.647079944610596,2.2231314182281494,3.477108955383301",0
rectangular grids,"0.0,1.0,0.85,-0.32470226287841797,0.9969156980514526,0.49127185344696045",0
zero blocks,"0.0,1.0,0.55,-0.8440959453582764,0.3202751874923706,0.2942671775817871",0
U RRB,"0.0,1.0,0.25,1.5354251861572266,-0.2587164342403412,1.6259279251098633",0
factorization task,"0.0,1.0,0.9,0.961584746837616,7.053840160369873,2.7644765377044678",0
diagonal perturbations,"0.0,1.0,1.1,1.0971782207489014,5.5519280433654785,0.9189069867134094",0
CTR,"0.0,1.0,0.15,-2.2165255546569824,3.2084195613861084,0.08593352138996124",0
precision BLAS,"0.0,1.0,0.7,-0.22393205761909485,-0.7577197551727295,2.41149640083313",0
supernode partition,"0.0,1.0,0.95,-0.001412898302078247,0.13810305297374725,0.14749924838542938",0
column process,"0.0,1.0,0.7,1.228354811668396,13.591394424438477,1.8670157194137573",0
general sparse solvers,"0.0,1.0,1.1,-7.038785934448242,2.5128140449523926,2.1288206577301025",0
Liu LRB,"0.0,1.0,0.35,2.0729708671569824,-0.17358379065990448,2.112114191055298",0
dense matrix,"0.0,1.0,0.6,-6.627655029296875,1.7330799102783203,1.833313226699829",0
Mathematical Software,"0.0,1.0,1.05,0.30503565073013306,-0.029814815148711205,0.33893638849258423",0
error LRB,"0.0,1.0,0.45,-10.516650199890137,2.1318516731262207,3.43373703956604",0
CDROM,"0.0,1.0,0.25,0.4254976809024811,-0.044765640050172806,0.24655179679393768",0
Algorithm Highly,"0.0,1.0,0.8,4.980874538421631,2.8092219829559326,4.166586399078369",0
column permutations,"0.0,1.0,0.95,0.8873141407966614,6.911818981170654,0.8702019453048706",0
Multifrontal SPD,"0.0,1.0,0.8,1.3010599613189697,-0.07081963121891022,1.4701101779937744",0
iterative refinement,"0.0,1.0,1.0,-7.990837097167969,1.5322275161743164,2.5650477409362793",1
computational tree,"0.0,1.0,0.9,-2.7276408672332764,4.943884372711182,2.7889232635498047",0
value LRB,"0.0,1.0,0.45,0.36703237891197205,1.6440236568450928,0.3993721604347229",0
tree LRB,"0.0,1.0,0.4,-3.5867156982421875,12.875055313110352,0.9412028789520264",0
sparsity SuperLU,"0.0,1.0,0.8,-2.0368199348449707,0.5567265152931213,2.0846102237701416",0
matrixvector product,"0.0,1.0,1.0,2.39475679397583,14.61125373840332,2.1597068309783936",0
