candidate,feature,label
rows overhead,"0.0,1.0,0.65,-0.5738447308540344,-0.17272639274597168,0.6108329892158508",0
run time,"0.0,1.0,0.4,3.836142063140869,-0.34518468379974365,2.9045448303222656",0
same accuracy,"0.0,1.0,0.65,-1.3767184019088745,1.1328437328338623,0.8797324895858765",0
same assumption,"0.0,1.0,0.75,-1.306857705116272,1.2087727785110474,0.6221441626548767",0
same height,"0.0,1.0,0.55,-1.4058637619018555,1.083304524421692,0.49570927023887634",0
same level,"0.0,1.0,0.5,-2.409426212310791,1.174052357673645,1.201326847076416",0
same mantissa,"0.0,1.0,0.65,-1.5428038835525513,1.2851485013961792,0.6179149746894836",0
same nonzero,"0.0,1.0,0.6,-1.5505198240280151,1.1089345216751099,0.6642155647277832",0
same number,"0.0,1.0,0.55,4.992731094360352,2.4887471199035645,4.34275484085083",0
same ordering,"0.0,1.0,0.65,-0.8203613758087158,1.2929953336715698,0.9417452812194824",0
same row,"0.0,1.0,0.4,-1.2672656774520874,1.3552724123001099,0.5701835751533508",0
same shape,"0.0,1.0,0.5,-1.5188028812408447,0.552274763584137,1.6233229637145996",0
same sign,"0.0,1.0,0.45,-1.5267943143844604,1.1455808877944946,0.676088273525238",0
same sparsity,"0.0,1.0,0.65,-4.094069957733154,1.4023613929748535,2.2606048583984375",0
same stopping,"0.0,1.0,0.65,-1.4140933752059937,1.2140350341796875,0.5601391196250916",0
same time,"0.0,1.0,0.45,2.0345935821533203,0.15448665618896484,3.2031097412109375",0
scalable sparse,"0.0,1.0,0.75,-5.606229305267334,2.283205032348633,3.002685785293579",0
scheduled approach,"0.0,1.0,0.9,-0.21125084161758423,-0.6866713166236877,1.3913036584854126",0
scheduling algorithm,"0.0,1.0,1.0,2.1111578941345215,7.606175422668457,2.0963120460510254",0
scheduling approach,"0.0,1.0,0.95,0.28412482142448425,0.5846070647239685,1.4186675548553467",0
second benefit,"0.0,1.0,0.7,-0.2799498736858368,1.8836145401000977,0.6324307918548584",0
second block,"0.0,1.0,0.6,-0.8299885392189026,2.3552393913269043,0.9193979501724243",0
second level,"0.0,1.0,0.6,-1.0738511085510254,1.6648575067520142,1.1435797214508057",0
see Figure,"0.0,1.0,0.5,2.676968574523926,-0.9425842761993408,2.0587430000305176",0
see Section,"0.0,1.0,0.55,3.257859230041504,-1.1538203954696655,2.5910823345184326",0
sequential variant,"0.0,1.0,0.9,-0.29539626836776733,0.3925977349281311,0.0023690462112426758",0
several respects,"0.0,1.0,0.8,-0.3377726078033447,-0.2289302945137024,0.7323496341705322",0
shapes Global,"0.0,1.0,0.65,-0.2896108031272888,0.013988450169563293,0.44167232513427734",0
shared memory,"0.0,1.0,0.65,-4.264989852905273,-2.658693313598633,4.582066535949707",0
show results,"0.0,1.0,0.6,2.208847761154175,-0.5586891770362854,1.707580327987671",0
side vector,"0.0,1.0,0.55,1.2611721754074097,2.6430251598358154,1.2691466808319092",0
significant amount,"0.0,1.0,0.9,0.8639494180679321,-0.8231036067008972,1.6715927124023438",0
significant decrease,"0.0,1.0,1.0,0.7913309931755066,-1.2216354608535767,1.7226223945617676",0
significant gains,"0.0,1.0,0.85,0.5787345170974731,-1.108461618423462,1.753717303276062",0
significant increase,"0.0,1.0,1.0,0.8435319066047668,-1.1419343948364258,1.7077275514602661",0
significant reduction,"0.0,1.0,1.05,3.507890462875366,1.2371656894683838,3.090604782104492",0
similar Megaflop,"0.0,1.0,0.8,-0.1839103102684021,0.6342135667800903,0.2655690014362335",0
similar way,"0.0,1.0,0.55,-0.9279463291168213,2.0111944675445557,0.8535791039466858",0
simple massage,"0.0,1.0,0.7,0.8052016496658325,-0.22349481284618378,0.870917797088623",0
size parameter,"0.0,1.0,0.7,-3.3421871662139893,2.9863409996032715,1.5268794298171997",0
small matrices,"0.0,1.0,0.7,0.24905362725257874,-0.9886215925216675,1.2987396717071533",0
small number,"0.0,1.0,0.6,6.1928181648254395,0.84000563621521,4.362846851348877",0
small pivots,"0.0,1.0,0.6,0.002850145101547241,0.48489460349082947,1.0773817300796509",0
small test,"0.0,1.0,0.5,3.3023324012756348,-4.239907264709473,5.736286640167236",0
smaller granularity,"0.0,1.0,0.95,-0.16781966388225555,-0.05661393702030182,0.17944999039173126",0
smaller matrices,"0.0,1.0,0.8,0.40258195996284485,-0.5926303267478943,0.9154485464096069",0
smaller numbers,"0.0,1.0,0.75,1.5620173215866089,0.500135600566864,1.233306646347046",0
smaller ones,"0.0,1.0,0.6,-0.09961406886577606,-0.11415890604257584,0.3439446687698364",0
smaller test,"0.0,1.0,0.6,3.4558606147766113,-3.8439159393310547,5.352995872497559",0
software improvements,"0.0,1.0,1.05,0.13395069539546967,-0.20354518294334412,0.5171353220939636",0
solution algorithm,"0.0,1.0,0.9,2.2494471073150635,6.583343505859375,2.1566579341888428",0
solution phase,"0.0,1.0,0.7,1.0867401361465454,-4.264179706573486,5.889232158660889",0
solution sparsity,"0.0,1.0,0.85,-2.258512496948242,0.6775168776512146,2.093958854675293",0
solution step,"0.0,1.0,0.65,1.4923700094223022,0.11099815368652344,1.2030198574066162",0
solution times,"0.0,1.0,0.7,0.9738155603408813,1.2041771411895752,0.7270078659057617",0
solve phase,"0.0,1.0,0.55,0.5098273158073425,-4.979412078857422,5.564752101898193",0
solve phases,"0.0,1.0,0.6,-0.0749950036406517,-0.07584549486637115,0.25836849212646484",0
solve time,"0.0,1.0,0.5,3.2932381629943848,-1.2855901718139648,2.7119836807250977",0
solver SuperLU,"0.0,1.0,0.7,1.2565356492996216,-1.0075936317443848,2.1810801029205322",0
solvers Parallel,"0.0,1.0,0.8,-4.366311550140381,3.3963470458984375,2.1615116596221924",0
solvers preorderings,"0.0,1.0,1.0,-3.3303515911102295,3.0815892219543457,1.539868950843811",0
solvers results,"0.0,1.0,0.75,-1.1843173503875732,2.4588937759399414,3.2740416526794434",0
sophisticated data,"0.0,1.0,0.9,3.781236410140991,5.3834309577941895,2.213937997817993",0
sparse Cholesky,"0.0,1.0,0.75,-5.730918884277344,2.2469072341918945,3.0858802795410156",0
sparse Gaussian,"0.0,1.0,0.75,-6.710313320159912,0.028513193130493164,5.555748462677002",0
sparse andor,"0.0,1.0,0.6,-11.495743751525879,4.3689398765563965,5.871777534484863",0
sparse codes,"0.0,1.0,0.6,-6.530444145202637,2.4328670501708984,3.3277676105499268",0
sparse direct,"0.0,1.0,0.65,-6.258420944213867,2.2715752124786377,3.2393031120300293",0
sparse matrix,"0.0,1.0,0.65,-11.64146614074707,4.325754165649414,5.966018199920654",0
sparse sets,"0.0,1.0,0.55,-5.313872337341309,3.0889856815338135,3.152614116668701",0
sparse solvers,"0.0,1.0,0.7,-9.047090530395508,5.16978645324707,4.524079322814941",0
sparse systems,"0.0,1.0,0.7,-4.689702987670898,0.597297191619873,4.90040397644043",0
sparsity orderings,"0.0,1.0,0.9,-2.813530206680298,0.31613272428512573,1.6967447996139526",0
sparsity pattern,"0.0,1.0,0.8,-5.295635223388672,0.7136624455451965,3.1899142265319824",0
sparsity preservation,"0.0,1.0,1.05,-2.7238125801086426,0.18103723227977753,1.8002465963363647",0
specific ordering,"0.0,1.0,0.85,0.6720146536827087,0.1287108063697815,0.3129786550998688",0
speed interprocessor,"0.0,1.0,1.0,0.20210635662078857,-0.0334155336022377,0.31659698486328125",0
speed penalty,"0.0,1.0,0.65,0.18411235511302948,-0.1440185308456421,0.248206228017807",0
static pivoting,"0.0,1.0,0.75,1.297386884689331,6.648223876953125,1.825413465499878",0
static scheduling,"0.0,1.0,0.85,1.1058077812194824,4.817378997802734,1.3096243143081665",0
static task,"0.0,1.0,0.55,-4.280324935913086,8.32046127319336,3.315258026123047",0
stopping criterion,"0.0,1.0,0.9,-0.3429063856601715,0.4827234745025635,0.5951195359230042",0
structural asymmetry,"0.0,1.0,1.0,-0.5978237390518188,-0.9098358154296875,1.2673523426055908",0
structural symmetry,"0.0,1.0,0.95,-1.2115767002105713,-1.5498839616775513,2.4059550762176514",0
subsequent matrix,"0.0,1.0,0.85,-5.823326110839844,2.275484085083008,3.1389451026916504",0
subsequent steps,"0.0,1.0,0.8,0.209437757730484,0.5929170846939087,0.3043585419654846",0
substitution proceeds,"0.0,1.0,1.05,-0.9457771182060242,0.9164345860481262,0.734835147857666",0
sufficient tasks,"0.0,1.0,0.8,-0.5708420276641846,-1.1117174625396729,1.7659006118774414",0
supernodal Cholesky,"0.0,1.0,0.95,0.008501376025378704,-0.011753909289836884,0.20134741067886353",0
supernodal code,"0.0,1.0,0.75,-0.7260968089103699,-0.47299110889434814,0.7968541383743286",0
supernodal solver,"0.0,1.0,0.85,1.2784711122512817,0.26433202624320984,0.7594412565231323",0
supernodal technique,"0.0,1.0,1.0,-0.6171330213546753,-0.11207003891468048,0.4274757206439972",0
supernode boundaries,"0.0,1.0,1.0,0.4134809374809265,-0.2188922017812729,0.3614031672477722",0
supernode partition,"0.0,1.0,0.95,0.14606395363807678,0.0945253074169159,0.20805585384368896",0
symbolic analysis,"0.0,1.0,0.85,0.24360784888267517,-4.735044956207275,5.749594211578369",0
symbolic factorization,"0.0,1.0,1.1,2.343022346496582,-0.533638060092926,2.063203811645508",0
symmetric context,"0.0,1.0,0.85,-0.29347604513168335,0.6745079159736633,0.14328886568546295",0
symmetric locations,"0.0,1.0,0.95,-0.2955322861671448,-0.15139198303222656,0.021653130650520325",0
symmetric matrices,"0.0,1.0,0.9,0.39318472146987915,-0.5405822992324829,0.5352776050567627",0
symmetric matrix,"0.0,1.0,0.8,-5.915833473205566,2.102257490158081,2.86848521232605",0
symmetric pattern,"0.0,1.0,0.85,-2.5902633666992188,0.4339505732059479,1.349390983581543",0
symmetric permutation,"0.0,1.0,1.05,-0.020307280123233795,0.01967255026102066,0.07705311477184296",0
symmetric sparse,"0.0,1.0,0.8,-5.770111560821533,2.1454434394836426,2.774244546890259",0
symmetric sparsity,"0.0,1.0,0.9,-2.749851942062378,0.20165902376174927,1.5172349214553833",0
symmetric structure,"0.0,1.0,0.95,0.6090198159217834,1.0884802341461182,0.19525612890720367",0
symmetrized pattern,"0.0,1.0,0.95,-2.6245603561401367,0.6001683473587036,1.5605236291885376",0
synchronous behaviour,"0.0,1.0,1.05,0.23698793351650238,0.0572790689766407,0.6026648283004761",0
systems Elimination,"0.0,1.0,0.95,0.37364625930786133,-3.8071987628936768,4.591073989868164",0
systems Version,"0.0,1.0,0.75,0.35373181104660034,-2.053866147994995,2.7271218299865723",0
target machines,"0.0,1.0,0.75,0.21206720173358917,-0.2536539137363434,0.2230292558670044",0
task dependencies,"0.0,1.0,0.85,-5.173784255981445,5.09787130355835,2.2946617603302",0
task granularity,"0.0,1.0,0.8,-5.210299015045166,4.997206211090088,2.321291208267212",0
task graph,"0.0,1.0,0.5,-3.6510491371154785,5.477636814117432,3.1029627323150635",0
task independence,"0.0,1.0,0.85,-5.218785285949707,4.8657121658325195,2.4008896350860596",0
task mapping,"0.0,1.0,0.6,-5.393208026885986,5.0464558601379395,2.57249116897583",0
task precedence,"0.0,1.0,0.75,-5.119045257568359,4.97754430770874,2.3300962448120117",0
test examples,"0.0,1.0,0.65,3.5905709266662598,-3.743333101272583,5.3353071212768555",0
test matrices,"0.0,1.0,0.65,3.8841278553009033,-4.254397392272949,5.831390857696533",0
test problems,"0.0,1.0,0.65,0.6062653064727783,-4.507646083831787,7.387441635131836",0
test set,"0.0,1.0,0.4,4.130904197692871,-2.7154271602630615,5.457075595855713",0
threshold criterion,"0.0,1.0,0.95,-3.434359073638916,-1.0761730670928955,3.5899157524108887",0
threshold pivoting,"0.0,1.0,0.9,-2.616698741912842,1.7839701175689697,3.8437328338623047",0
threshold value,"0.0,1.0,0.75,-2.999851942062378,-0.7530979514122009,3.20127010345459",0
time Cubic,"0.0,1.0,0.5,2.4002225399017334,-1.1505106687545776,3.559720993041992",0
time cost,"0.0,1.0,0.45,-2.3973426818847656,0.9130574464797974,5.720262050628662",0
tool vampir,"0.0,1.0,0.55,0.25556081533432007,-0.4401001036167145,0.6736629009246826",0
total memory,"0.0,1.0,0.6,-4.183685302734375,-2.439300298690796,4.664325714111328",0
total number,"0.0,1.0,0.6,6.584027290344238,1.6721793413162231,3.81878662109375",0
total volume,"0.0,1.0,0.6,-4.825905799865723,3.0600037574768066,2.5407423973083496",0
tree node,"0.0,1.0,0.45,0.40155935287475586,11.361116409301758,3.9847354888916016",0
tree parallelism,"0.0,1.0,0.8,-2.9090144634246826,6.392622947692871,2.044830799102783",0
triangular block,"0.0,1.0,0.8,-0.6809913516044617,0.6879873871803284,0.5994916558265686",0
triangular solution,"0.0,1.0,0.95,0.5872141122817993,0.42206043004989624,0.6191519498825073",0
triangular solves,"0.0,1.0,0.85,0.2342929095029831,0.023788344115018845,0.43817776441574097",0
true error,"0.0,1.0,0.5,-4.286347389221191,0.9002548456192017,3.4495840072631836",0
true solution,"0.0,1.0,0.65,1.1366870403289795,0.32915371656417847,1.0124902725219727",0
tunable parameter,"0.0,1.0,0.85,-0.28894278407096863,0.1664399951696396,0.19230347871780396",0
underflow values,"0.0,1.0,0.8,0.9615362882614136,5.354331970214844,1.3210175037384033",0
uniprocessor Megaflop,"0.0,1.0,1.05,-0.7633942365646362,1.037858247756958,0.5214753746986389",0
uniprocessor factorization,"0.0,1.0,1.3,1.5341919660568237,0.2816523313522339,2.3071742057800293",0
uniprocessor performance,"0.0,1.0,1.2,-4.6517205238342285,-2.05621075630188,5.015803813934326",0
unsymmetric factorization,"0.0,1.0,1.25,2.337620258331299,-0.7237242460250854,2.1710638999938965",0
unsymmetric matrices,"0.0,1.0,1.0,0.5047634840011597,-0.7518036365509033,1.1238561868667603",0
unsymmetric matrix,"0.0,1.0,0.9,-5.80425500869751,1.8910362720489502,3.457063674926758",0
unsymmetric pattern,"0.0,1.0,0.95,-2.478684663772583,0.22272920608520508,1.937969446182251",0
unsymmetric permutation,"0.0,1.0,1.15,0.09127146750688553,-0.19154880940914154,0.6656316518783569",0
unsymmetric problems,"0.0,1.0,1.0,-2.773099184036255,-1.0050524473190308,2.6799068450927734",0
unsymmetric solvers,"0.0,1.0,0.95,-3.2098803520202637,2.7350685596466064,2.015124797821045",0
unsymmetric sparse,"0.0,1.0,0.9,-5.658533096313477,1.9342222213745117,3.362823009490967",0
unsymmetric supernode,"0.0,1.0,1.05,0.3531684875488281,-0.30774205923080444,0.588354229927063",0
unsymmetric systems,"0.0,1.0,0.95,1.1475077867507935,-1.8374204635620117,2.391449213027954",0
unsymmetric test,"0.0,1.0,0.8,3.558042049407959,-4.003089427947998,5.561403274536133",0
unsymmetrized multifrontal,"0.0,1.0,1.3,0.9374983310699463,-0.10670827329158783,0.5830974578857422",0
update corresponding,"0.0,1.0,1.0,-0.5633897185325623,0.34740474820137024,0.4310016632080078",0
update task,"0.0,1.0,0.55,-5.571634292602539,5.339181900024414,2.7045485973358154",0
update tasks,"0.0,1.0,0.6,-1.0447193384170532,-0.9758891463279724,2.0085411071777344",0
upper bound,"0.0,1.0,0.55,7.721144199371338,0.86767578125,4.850245952606201",0
valuable information,"0.0,1.0,1.0,1.8507540225982666,-2.287773370742798,3.0147581100463867",0
vampir trace,"0.0,1.0,0.6,0.4838506579399109,-0.06151818111538887,0.4840604364871979",0
virtual memory,"0.0,1.0,0.7,-4.631303787231445,-2.9321043491363525,4.825051784515381",0
whereas SuperLU,"0.0,1.0,0.75,-0.09523099660873413,-1.1996290683746338,1.6033351421356201",0
wider audience,"0.0,1.0,0.7,0.08661976456642151,0.14968857169151306,0.5641461610794067",0
wider range,"0.0,1.0,0.55,0.8752353191375732,1.2243878841400146,0.666175127029419",0
wider study,"0.0,1.0,0.55,0.776264488697052,0.06433078646659851,0.674526035785675",0
work corresponding,"0.0,1.0,0.9,1.420088529586792,-0.40309059619903564,1.3235183954238892",0
worker processes,"0.0,1.0,0.8,1.0897928476333618,-0.08988521993160248,0.8122398257255554",0
working array,"0.0,1.0,0.65,-0.1332181692123413,0.3414648771286011,0.5506530404090881",0
working storage,"0.0,1.0,0.75,0.12898436188697815,0.5768518447875977,0.5364028811454773",0
zero blocks,"0.0,1.0,0.55,-0.6112141609191895,0.3753753900527954,0.6670253276824951",0
ACM,"0.0,1.0,0.15,-1.7727419137954712,1.516797423362732,0.8993024826049805",0
ANY,"0.0,1.0,0.15,0.002395885530859232,0.34869909286499023,0.31032127141952515",1
Adversary Knowledge,"0.0,1.0,0.95,0.6445813179016113,0.5975165963172913,0.573992133140564",0
Against Mobile,"0.0,1.0,0.7,-1.6988317966461182,4.294929504394531,1.1578248739242554",0
Alice Bob,"0.0,1.0,0.45,0.4618188142776489,0.05686135217547417,0.8992478847503662",0
Any party,"0.0,1.0,0.45,1.024922251701355,0.8948739171028137,0.6499529480934143",0
BGW,"0.0,1.0,0.15,1.8107128143310547,-0.5350867509841919,1.5213541984558105",1
BenOr Goldwasser,"0.0,1.0,0.8,0.16106300055980682,0.24232158064842224,0.9685863256454468",0
Blum integer,"0.0,1.0,0.6,0.3264920115470886,0.6505573987960815,0.3040239214897156",0
Boneh Xuhua,"0.0,1.0,0.55,-0.1993599236011505,0.057124581187963486,0.6889525651931763",0
Both methods,"0.0,1.0,0.6,-0.5498819351196289,0.385249525308609,0.3672299385070801",0
Boyd Efficient,"0.0,1.0,0.7,0.1123252585530281,-0.6214582920074463,0.9615582227706909",0
Brown Juan,"0.0,1.0,0.5,0.2518794536590576,0.4350169897079468,0.4293411374092102",0
CTR,"0.0,1.0,0.15,-1.3157269954681396,3.5974490642547607,0.8003073334693909",0
Certicate Authority,"0.0,1.0,0.95,0.4738542139530182,0.2908155620098114,0.4785510301589966",0
Chinese Remainder,"0.0,1.0,0.85,-0.31393349170684814,1.6773371696472168,0.9630851745605469",0
Cocks multiplication,"0.0,1.0,1.0,0.45623794198036194,0.01839594542980194,0.5513187646865845",0
Cocks protocol,"0.0,1.0,0.7,3.2134692668914795,-0.8813997507095337,2.515153646469116",0
Colin Boyd,"0.0,1.0,0.5,-0.1828906238079071,0.30057865381240845,0.7945420742034912",0
Dan Boneh,"0.0,1.0,0.45,-0.23664934933185577,0.5448314547538757,0.7571582794189453",0
Ding Gene,"0.0,1.0,0.45,0.12771949172019958,0.725246250629425,0.6133019328117371",0
Distributed computation,"0.0,1.0,1.15,3.6407480239868164,-1.4778540134429932,3.782289505004883",0
Don Beaver,"0.0,1.0,0.5,0.22850783169269562,-0.20005154609680176,0.4996793270111084",0
Efficient Sharing,"0.0,1.0,0.85,0.7216824293136597,1.4312217235565186,1.3652966022491455",0
Efficient generation,"0.0,1.0,1.0,0.49917346239089966,-0.2640106976032257,0.9077267646789551",0
Extended Abstract,"0.0,1.0,0.85,0.5148533582687378,-0.14050590991973877,0.33463233709335327",0
FOCS,"0.0,1.0,0.2,-0.3237852156162262,0.4752253592014313,1.0311822891235352",0
Fast signature,"0.0,1.0,0.7,0.37489691376686096,0.1908145248889923,0.019078072160482407",0
Fermat lter,"0.0,1.0,0.55,0.2764849066734314,0.053359270095825195,0.054560981690883636",0
Fermat test,"0.0,1.0,0.55,3.6628990173339844,-3.860161781311035,5.271222114562988",0
Fiat ShamirMYAMPERSANDmdash,"0.0,1.0,1.35,0.15443813800811768,0.2884497344493866,0.37261778116226196",0
Frankel MacKenzie,"0.0,1.0,0.85,0.2703301012516022,2.0413169860839844,1.0008716583251953",0
Full connectivity,"0.0,1.0,0.85,1.0276236534118652,0.3534315228462219,0.5517097115516663",0
Gene Tsudik,"0.0,1.0,0.55,0.21342015266418457,0.394459068775177,0.7628678679466248",0
Generation Secure,"0.0,1.0,0.85,0.6344970464706421,0.30662986636161804,0.7005890011787415",0
Gonzalez Nieto,"0.0,1.0,0.7,-0.1441464126110077,1.0049322843551636,0.5399309396743774",0
Honest parties,"0.0,1.0,0.7,1.5495094060897827,-0.4323435425758362,1.5492244958877563",0
Information computer,"0.0,1.0,1.0,5.711250305175781,3.077965259552002,5.269590377807617",0
Internet Technology,"0.0,1.0,0.95,-0.36503297090530396,-0.2880380153656006,0.8312340974807739",0
Jacobi symbol,"0.0,1.0,0.65,-1.32821524143219,-0.33396899700164795,1.643876314163208",0
Jaimee Brown,"0.0,1.0,0.6,-0.29489898681640625,0.3292329013347626,0.3371693789958954",0
Key Generation,"0.0,1.0,0.7,1.1015902757644653,0.972588062286377,0.5657522678375244",0
Knowledge Generation,"0.0,1.0,1.0,0.790215015411377,1.0085463523864746,0.4198593497276306",0
Lagrange interpolation,"0.0,1.0,1.1,0.14279896020889282,-0.22214247286319733,0.5111561417579651",0
Lemma Given,"0.0,1.0,0.55,1.2873761653900146,-0.2580527663230896,0.845924437046051",0
Lemma Let,"0.0,1.0,0.45,1.2033876180648804,-0.11387774348258972,1.0562433004379272",0
Lemma Suppose,"0.0,1.0,0.65,1.2164183855056763,-0.05476939678192139,1.0048534870147705",0
Load balancing,"0.0,1.0,0.7,-2.0136067867279053,-4.640252590179443,5.446713447570801",0
Mertens DeBruijn,"0.0,1.0,0.8,0.27577707171440125,-0.0017568925395607948,0.6632850170135498",0
MhZ Pentium,"0.0,1.0,0.55,-0.13955125212669373,0.03393557295203209,0.32512596249580383",0
Mobile Adversary,"0.0,1.0,0.8,-1.3532774448394775,4.129611968994141,1.4528378248214722",0
Modulo non,"0.0,1.0,0.5,0.12314246594905853,-0.06677968055009842,0.8031486868858337",0
Nieto Colin,"0.0,1.0,0.55,-0.3356216549873352,0.6150608062744141,0.8523381948471069",0
Note Observe,"0.0,1.0,0.6,0.9659895896911621,-0.3207434415817261,0.745978593826294",0
Otherwise party,"0.0,1.0,0.75,1.2646281719207764,0.5630283355712891,0.7167474031448364",0
Parallel trial,"0.0,1.0,0.7,-2.037484645843506,2.4836294651031494,1.244901180267334",0
Party computes,"0.0,1.0,0.7,1.0388972759246826,0.9000780582427979,0.4117518663406372",0
Pentium machines,"0.0,1.0,0.8,0.23746401071548462,-0.12365954369306564,0.4216962158679962",0
Performance issues,"0.0,1.0,0.9,-3.9017293453216553,-2.792703628540039,4.8312482833862305",0
Proof Observe,"0.0,1.0,0.65,2.7869327068328857,-0.8153185248374939,2.114940643310547",0
Proof Sketch,"0.0,1.0,0.6,2.411803722381592,-0.7398694157600403,1.9728707075119019",0
RSA,"0.0,1.0,0.15,9.603222846984863,7.794092178344727,5.19827938079834",1
Remainder Theorem,"0.0,1.0,0.85,0.36334463953971863,0.739658772945404,0.7232379913330078",0
Robust efficient,"0.0,1.0,0.8,0.30070221424102783,-0.7214163541793823,0.9249858260154724",0
Say party,"0.0,1.0,0.45,1.0737463235855103,0.8216251730918884,0.6323839426040649",0
Secret Sharing,"0.0,1.0,0.7,0.9952107667922974,2.3953378200531006,0.9061781167984009",0
Secure Computation,"0.0,1.0,0.9,4.057016849517822,-1.2171728610992432,3.6859664916992188",0
Security fault,"0.0,1.0,0.7,-1.0392415523529053,1.491201639175415,0.7572422027587891",0
Shared Generation,"0.0,1.0,0.85,0.5541142225265503,0.5179406404495239,0.1987103372812271",0
Sharing Against,"0.0,1.0,0.75,0.5524823665618896,2.2339718341827393,0.7631145119667053",0
Simplified Approach,"0.0,1.0,0.95,-0.005080889910459518,-0.9440197944641113,1.026729941368103",0
Singapore Dan,"0.0,1.0,0.65,-0.39602339267730713,1.1473758220672607,0.6292964220046997",0
Sketch Set,"0.0,1.0,0.5,0.7831404805183411,0.9548885822296143,0.5510513782501221",0
Step Let,"0.0,1.0,0.4,1.0267384052276611,-0.16916614770889282,0.8518405556678772",0
Step Otherwise,"0.0,1.0,0.7,1.264174222946167,-0.48332929611206055,1.0098952054977417",0
Step Party,"0.0,1.0,0.5,2.046994686126709,0.3946911096572876,1.282732367515564",0
Step party,"0.0,1.0,0.5,2.046994686126709,0.3946911096572876,1.282732367515564",0
Strong primes,"0.0,1.0,0.65,-0.43271908164024353,0.49000275135040283,0.27870452404022217",0
Such results,"0.0,1.0,0.6,3.3319664001464844,0.3171948790550232,2.3056769371032715",0
Suppose gcd,"0.0,1.0,0.55,0.12849995493888855,0.11277202516794205,0.07797151803970337",0
TN,"0.0,1.0,0.1,-0.1456935703754425,-0.08835463225841522,0.27624601125717163",1
TOIT,"0.0,1.0,0.2,0.378945529460907,-0.13844339549541473,0.27857649326324463",0
TR,"0.0,1.0,0.1,0.27926012873649597,0.48016518354415894,0.5045029520988464",1
Three Primes,"0.0,1.0,0.6,-0.01807190477848053,0.45591357350349426,0.28738638758659363",0
Threshold cryptography,"0.0,1.0,1.1,-3.1235809326171875,-1.6989099979400635,3.081761360168457",0
Trial division,"0.0,1.0,0.7,-1.8115184307098389,4.158841133117676,1.3253564834594727",1
Universal classes,"0.0,1.0,0.85,-0.42475610971450806,0.5491491556167603,0.4660645127296448",0
Unknown Factorization,"0.0,1.0,1.05,2.205204486846924,-0.33857327699661255,1.8089592456817627",0
Using Lagrange,"0.0,1.0,0.7,0.20207442343235016,-0.1429072916507721,0.6175270676612854",0
Verifiable Secret,"0.0,1.0,0.85,0.46636199951171875,0.26019710302352905,0.48908132314682007",0
Xuhua Ding,"0.0,1.0,0.5,-0.053003888577222824,0.43944716453552246,0.5806397795677185",0
ZM,"0.0,1.0,0.1,-0.1310993880033493,0.3503818213939667,0.704145610332489",0
ZN,"0.0,1.0,0.1,0.31310153007507324,-0.19043053686618805,0.4224231541156769",0
above approach,"0.0,1.0,0.7,-0.15849465131759644,-1.2863860130310059,1.6912963390350342",0
above discussion,"0.0,1.0,0.8,-0.056234776973724365,-0.4064650237560272,0.7104621529579163",0
above equality,"0.0,1.0,0.7,1.1738156080245972,-0.794488787651062,1.604921817779541",0
above goal,"0.0,1.0,0.5,-0.2698707580566406,-0.5857921242713928,0.8312417268753052",0
above protocol,"0.0,1.0,0.7,2.7136406898498535,-1.2137107849121094,2.797165870666504",0
above test,"0.0,1.0,0.5,3.356894016265869,-4.16417121887207,5.761831760406494",0
active adversaries,"0.0,1.0,0.9,-0.4193844199180603,1.0874385833740234,1.0634278059005737",0
additive sharing,"0.0,1.0,0.8,1.2109737396240234,4.1581220626831055,1.3146519660949707",0
adversary either,"0.0,1.0,0.8,0.28775885701179504,0.12920813262462616,0.7241951823234558",0
algebraic extension,"0.0,1.0,0.95,0.41100162267684937,0.9083749055862427,0.6317728161811829",0
alternate approach,"0.0,1.0,0.9,0.06697149574756622,-0.8757405877113342,1.2368296384811401",0
alternate test,"0.0,1.0,0.7,3.58236026763916,-3.753525972366333,5.307365417480469",0
alternative simpler,"0.0,1.0,0.95,0.1801951378583908,-0.14720813930034637,0.37040281295776367",0
approach leaks,"0.0,1.0,0.7,-0.13157373666763306,-0.8645302057266235,1.1942880153656006",0
appropriate Lagrange,"0.0,1.0,1.0,0.011541858315467834,-0.20934119820594788,0.4896681606769562",0
appropriate length,"0.0,1.0,0.9,-0.823677659034729,0.2530633509159088,0.7377445101737976",0
arithmetic operations,"0.0,1.0,1.05,0.6602090001106262,0.20209123194217682,0.31454986333847046",0
authenticated channels,"0.0,1.0,1.1,0.29617366194725037,0.48442837595939636,0.30705517530441284",0
authentication protocol,"0.0,1.0,1.15,2.840977668762207,-0.8999284505844116,2.364445209503174",0
bad candidate,"0.0,1.0,0.65,-0.03411083668470383,0.05997825041413307,0.4352877736091614",0
better load,"0.0,1.0,0.55,-1.7699456214904785,-4.79060173034668,5.579980850219727",0
bit harder,"0.0,1.0,0.5,-0.15479442477226257,0.2900639772415161,0.020729077979922295",0
bit number,"0.0,1.0,0.5,6.194460868835449,1.6408673524856567,3.788966178894043",0
bit primes,"0.0,1.0,0.5,-0.4319692850112915,0.8099185228347778,0.16181029379367828",0
boolean circuit,"0.0,1.0,0.75,0.5263615846633911,-0.11341483145952225,0.7089842557907104",0
candidate modulus,"0.0,1.0,0.85,4.647989749908447,4.3445024490356445,2.816883087158203",0
