keyword,probability,label
control parameters,2.329713e-07,0
control packets,2.329713e-07,0
basis suers,2.329713e-07,0
energy control,2.329713e-07,0
control overhead,2.329713e-07,0
control methods,2.329713e-07,0
battery capacity,2.329713e-07,0
control mechanism,2.329713e-07,0
battery energy,2.329713e-07,0
basic unit,2.329713e-07,0
battery life,2.329713e-07,0
base stations,2.329713e-07,0
base algorithm,2.329713e-07,0
control scheme,2.329713e-07,0
enhance performance,2.329713e-07,0
disk memory,2.329713e-07,0
energythroughput tradeos,2.329713e-07,0
avoids collisions,2.329713e-07,0
avoids mobiles,2.329713e-07,0
aware page,2.329713e-07,0
aware protocols,2.329713e-07,0
backbone connects,2.329713e-07,0
driven nature,2.329713e-07,0
energy use,2.329713e-07,0
energy unit,2.329713e-07,0
energy software,2.329713e-07,0
backo state,2.329713e-07,0
bandwidth constraints,2.329713e-07,0
energy savings,2.329713e-07,0
bandwidth environment,2.329713e-07,0
energy reserves,2.329713e-07,0
energy problem,2.329713e-07,0
bandwidth request,2.329713e-07,0
backbone network,2.329713e-07,0
battery lifetime,2.329713e-07,0
battery power,2.329713e-07,0
battery reserves,2.329713e-07,0
broadcast delay,2.329713e-07,0
broadcast environment,2.329713e-07,0
broadcast nature,2.329713e-07,0
broadcast protocol,2.329713e-07,0
embedded systems,2.329713e-07,0
broadcast technique,2.329713e-07,0
embedded software,2.329713e-07,0
broadcast trac,2.329713e-07,0
broadcast transmissions,2.329713e-07,0
broadcast algorithm,2.329713e-07,0
broadcast tree,2.329713e-07,0
contention slot,2.329713e-07,0
consumes energy,2.329713e-07,0
broadcastmulticast session,2.329713e-07,0
disks displays,2.329713e-07,0
constraints applications,2.329713e-07,0
constant monitoring,2.329713e-07,0
buered pack,2.329713e-07,0
buers packets,2.329713e-07,0
bulk service,2.329713e-07,0
contention window,2.329713e-07,0
context adaptation,2.329713e-07,0
brief description,2.329713e-07,0
disk system,2.329713e-07,0
battery technology,2.329713e-07,0
control functionality,2.329713e-07,0
control channel,2.329713e-07,0
control architecture,2.329713e-07,0
bcast wait,2.329713e-07,0
behavior Proceedings,2.329713e-07,0
benchmark Proceedings,2.329713e-07,0
control algorithms,2.329713e-07,0
energy conservation,2.329713e-07,0
best strategy,2.329713e-07,0
end points,2.329713e-07,0
control algorithm,2.329713e-07,0
continuous operation,2.329713e-07,0
contiguous transmission,2.329713e-07,0
contiguous slots,2.329713e-07,0
contiguous slot,2.329713e-07,0
bit rate,2.329713e-07,0
contiguous allocation,2.329713e-07,0
bluetooth Proceedings,2.329713e-07,0
bounded slowdown,2.329713e-07,0
breakthrough occurs,2.329713e-07,0
considerable research,2.329713e-07,0
default mechanism,2.329713e-07,0
maximum utility,2.329713e-07,0
fading channel,2.329713e-07,0
scheduling algorithms,2.329713e-07,0
scheduling mechanism,2.329713e-07,0
scheduling strategies,2.329713e-07,0
second approach,2.329713e-07,0
second connection,2.329713e-07,0
section broadcast,2.329713e-07,0
section presents,2.329713e-07,0
secure grid,2.329713e-07,0
seek latency,2.329713e-07,0
selective acknowledgements,2.329713e-07,0
separate channels,2.329713e-07,0
separate connections,2.329713e-07,0
separate control,2.329713e-07,0
service model,2.329713e-07,0
service support,2.329713e-07,0
service type,2.329713e-07,0
services layer,2.329713e-07,0
scheduler Survey,2.329713e-07,0
schedule message,2.329713e-07,0
schedule computation,2.329713e-07,0
same versions,2.329713e-07,0
reservation requests,2.329713e-07,0
reservation transmission,2.329713e-07,0
reservation update,2.329713e-07,0
response purposes,2.329713e-07,0
retransmission attempts,2.329713e-07,0
ronments disaster,2.329713e-07,0
round robin,2.329713e-07,0
route request,2.329713e-07,0
session request,2.329713e-07,0
route response,2.329713e-07,0
routing algorithms,2.329713e-07,0
routing decisions,2.329713e-07,0
routing protocols,2.329713e-07,0
rst approach,2.329713e-07,0
rst author,2.329713e-07,0
same priority,2.329713e-07,0
same source,2.329713e-07,0
same throughput,2.329713e-07,0
routing algorithm,2.329713e-07,0
several approaches,2.329713e-07,0
several conference,2.329713e-07,0
several energy,2.329713e-07,0
single receiver,2.329713e-07,0
single reservation,2.329713e-07,0
single transceiver,2.329713e-07,0
single transmission,2.329713e-07,0
situation awareness,2.329713e-07,0
sleeping mobile,2.329713e-07,0
slot allocation,2.329713e-07,0
slot permissions,2.329713e-07,0
single hop,2.329713e-07,0
slow fading,2.329713e-07,0
slowdown Wireless,2.329713e-07,0
small extent,2.329713e-07,0
small packet,2.329713e-07,0
small set,2.329713e-07,0
smaller amount,2.329713e-07,0
software architecture,2.329713e-07,0
software developers,2.329713e-07,0
software strategies,2.329713e-07,0
slowdown Proceedings,2.329713e-07,0
reservation protocol,2.329713e-07,0
single broadcast,2.329713e-07,0
simultaneous con,2.329713e-07,0
several papers,2.329713e-07,0
several studies,2.329713e-07,0
severe bandwidth,2.329713e-07,0
shared wireless,2.329713e-07,0
shutdown strategies,2.329713e-07,0
signicant advancement,2.329713e-07,0
signicant communication,2.329713e-07,0
signicant consumers,2.329713e-07,0
single base,2.329713e-07,0
signicant improvement,2.329713e-07,0
signicant power,2.329713e-07,0
signicant reductions,2.329713e-07,0
signicant time,2.329713e-07,0
signicant value,2.329713e-07,0
significant consumer,2.329713e-07,0
similar idea,2.329713e-07,0
similar transport,2.329713e-07,0
simple ooding,2.329713e-07,0
signicant increase,2.329713e-07,0
reservation phase,2.329713e-07,0
reservation packet,2.329713e-07,0
reservation overhead,2.329713e-07,0
priority round,2.329713e-07,0
probe cycle,2.329713e-07,0
probe packet,2.329713e-07,0
probe segments,2.329713e-07,0
probe wait,2.329713e-07,0
probing packet,2.329713e-07,0
process scheduling,2.329713e-07,0
processing aspects,2.329713e-07,0
priority level,2.329713e-07,0
processor energy,2.329713e-07,0
prolonged inactivity,2.329713e-07,0
promiscuous mode,2.329713e-07,0
protocol Computer,2.329713e-07,0
protocol design,2.329713e-07,0
protocol development,2.329713e-07,0
protocol increases,2.329713e-07,0
protocol layer,2.329713e-07,0
protocol layers,2.329713e-07,0
program structure,2.329713e-07,0
protocol parameters,2.329713e-07,0
primary problem,2.329713e-07,0
presents techniques,2.329713e-07,0
power levels,2.329713e-07,0
power management,2.329713e-07,0
power metrics,2.329713e-07,0
power modeling,2.329713e-07,0
power modes,2.329713e-07,0
power packet,2.329713e-07,0
power reserves,2.329713e-07,0
power resources,2.329713e-07,0
primary design,2.329713e-07,0
power results,2.329713e-07,0
power supplies,2.329713e-07,0
power utilization,2.329713e-07,0
power video,2.329713e-07,0
powerful communication,2.329713e-07,0
precious bandwidth,2.329713e-07,0
predictive shutdown,2.329713e-07,0
preliminary experiments,2.329713e-07,0
preliminary results,2.329713e-07,0
power savings,2.329713e-07,0
source encodingdecoding,2.329713e-07,0
protocol performance,2.329713e-07,0
protocol software,2.329713e-07,0
receiving node,2.329713e-07,0
recent conference,2.329713e-07,0
recent research,2.329713e-07,0
recovered status,2.329713e-07,0
recursive technique,2.329713e-07,0
related losses,2.329713e-07,0
related mechanism,2.329713e-07,0
reliable data,2.329713e-07,0
receiving mobile,2.329713e-07,0
reliable query,2.329713e-07,0
rendezvous reservation,2.329713e-07,0
reply message,2.329713e-07,0
requestupdate phase,2.329713e-07,0
required index,2.329713e-07,0
research area,2.329713e-07,0
research areas,2.329713e-07,0
research interests,2.329713e-07,0
research project,2.329713e-07,0
reliable transport,2.329713e-07,0
protocol processing,2.329713e-07,0
receiver power,2.329713e-07,0
received acknowledgement,2.329713e-07,0
protocol stack,2.329713e-07,0
protocol stacks,2.329713e-07,0
protocol supports,2.329713e-07,0
protocols Power,2.329713e-07,0
protocols resort,2.329713e-07,0
proxy usage,2.329713e-07,0
quadratic relationship,2.329713e-07,0
quality channels,2.329713e-07,0
received powers,2.329713e-07,0
quality parameters,2.329713e-07,0
random error,2.329713e-07,0
random line,2.329713e-07,0
rapid expansion,2.329713e-07,0
rate control,2.329713e-07,0
rate reduction,2.329713e-07,0
ratio depletes,2.329713e-07,0
receive modes,2.329713e-07,0
receive start,2.329713e-07,0
query optimization,2.329713e-07,0
power level,2.329713e-07,0
source handle,2.329713e-07,0
source rate,2.329713e-07,0
user mobility,2.329713e-07,0
valuable source,2.329713e-07,0
variable clock,2.329713e-07,0
variable length,2.329713e-07,0
various Internet,2.329713e-07,0
various factors,2.329713e-07,0
various schemes,2.329713e-07,0
various versions,2.329713e-07,0
vector protocol,2.329713e-07,0
versus connection,2.329713e-07,0
vice versa,2.329713e-07,0
video June,2.329713e-07,0
video decompression,2.329713e-07,0
video encoder,2.329713e-07,0
video processing,2.329713e-07,0
video quality,2.329713e-07,0
video source,2.329713e-07,0
user location,2.329713e-07,0
upper layers,2.329713e-07,0
uplink transmission,2.329713e-07,0
uplink slots,2.329713e-07,0
transport protocols,2.329713e-07,0
tree approach,2.329713e-07,0
tutorial presents,2.329713e-07,0
types communication,2.329713e-07,0
typical broadcast,2.329713e-07,0
typical example,2.329713e-07,0
typical laptop,2.329713e-07,0
ubiquitous networks,2.329713e-07,0
video stream,2.329713e-07,0
unacceptable delays,2.329713e-07,0
unicast trac,2.329713e-07,0
unique needs,2.329713e-07,0
universal error,2.329713e-07,0
unreliable wireless,2.329713e-07,0
unsatisfactory channel,2.329713e-07,0
update etc,2.329713e-07,0
update mes,2.329713e-07,0
update messages,2.329713e-07,0
unbounded delays,2.329713e-07,0
video transmission,2.329713e-07,0
video transmissions,2.329713e-07,0
voltage results,2.329713e-07,0
wireless environment,2.329713e-07,0
wireless infrastructure,2.329713e-07,0
wireless interface,2.329713e-07,0
wireless mobile,2.329713e-07,0
wireless protocol,2.329713e-07,0
wireless protocols,2.329713e-07,0
wireless services,2.329713e-07,0
wireless system,2.329713e-07,0
wireless devices,2.329713e-07,0
wireless terminal,2.329713e-07,0
wirelessmobile networks,2.329713e-07,0
word error,2.329713e-07,0
work transport,2.329713e-07,0
xed codes,2.329713e-07,0
xed cost,2.329713e-07,0
xed costs,2.329713e-07,0
xed counterparts,2.329713e-07,0
xed length,2.329713e-07,0
wireless video,2.329713e-07,0
transport protocol,2.329713e-07,0
wireless data,2.329713e-07,0
wireless computing,2.329713e-07,0
voluntary disconnections,2.329713e-07,0
wait mode,2.329713e-07,0
waste network,2.329713e-07,0
wavelength division,2.329713e-07,0
web access,2.329713e-07,0
wide area,2.329713e-07,0
wired backbone,2.329713e-07,0
wired network,2.329713e-07,0
wireless connection,2.329713e-07,0
wired networks,2.329713e-07,0
wireless Jones,2.329713e-07,0
wireless LANs,2.329713e-07,0
wireless Survey,2.329713e-07,0
wireless access,2.329713e-07,0
wireless adapter,2.329713e-07,0
wireless channel,2.329713e-07,0
wireless channels,2.329713e-07,0
wireless communication,2.329713e-07,0
wiredwireless networks,2.329713e-07,0
transport proto,2.329713e-07,0
transport network,2.329713e-07,0
transport layer,2.329713e-07,0
such issues,2.329713e-07,0
such processing,2.329713e-07,0
such strategies,2.329713e-07,0
such things,2.329713e-07,0
suitable scheduling,2.329713e-07,0
supply voltage,2.329713e-07,0
synchronization information,2.329713e-07,0
synchronization message,2.329713e-07,0
successful transmissions,2.329713e-07,0
system hardware,2.329713e-07,0
system transmission,2.329713e-07,0
systemmiddleware transport,2.329713e-07,0
systems October,2.329713e-07,0
systems Proceedings,2.329713e-07,0
systems support,2.329713e-07,0
technologies architectures,2.329713e-07,0
technology research,2.329713e-07,0
temporary network,2.329713e-07,0
system management,2.329713e-07,0
terminals Proceedings,2.329713e-07,0
successful transmission,2.329713e-07,0
subsequent reservation,2.329713e-07,0
space constraints,2.329713e-07,0
special issue,2.329713e-07,0
specied minimum,2.329713e-07,0
speed CPUs,2.329713e-07,0
split connection,2.329713e-07,0
sporadic computation,2.329713e-07,0
standby mode,2.329713e-07,0
standby nap,2.329713e-07,0
substantial overhead,2.329713e-07,0
start time,2.329713e-07,0
station design,2.329713e-07,0
station side,2.329713e-07,0
stored video,2.329713e-07,0
stretch factor,2.329713e-07,0
study considers,2.329713e-07,0
study demonstrate,2.329713e-07,0
sublayer interfaces,2.329713e-07,0
subsequent data,2.329713e-07,0
station buers,2.329713e-07,0
source location,2.329713e-07,0
terrain characteristics,2.329713e-07,0
thesis ACMBaltzer,2.329713e-07,0
transceiver usage,2.329713e-07,0
transient random,2.329713e-07,0
transmission accounts,2.329713e-07,0
transmission attempt,2.329713e-07,0
transmission attempts,2.329713e-07,0
transmission channel,2.329713e-07,0
transmission order,2.329713e-07,0
transmission policies,2.329713e-07,0
transceiver turnaround,2.329713e-07,0
transmission power,2.329713e-07,0
transmission schedule,2.329713e-07,0
transmission slots,2.329713e-07,0
transmissions avoids,2.329713e-07,0
transmit power,2.329713e-07,0
transmitted bits,2.329713e-07,0
transmitter usage,2.329713e-07,0
transmitting node,2.329713e-07,0
transport OSmiddleware,2.329713e-07,0
transmission requests,2.329713e-07,0
testbed implementing,2.329713e-07,0
traffic generation,2.329713e-07,0
traditional ooding,2.329713e-07,0
thesis httpwww,2.329713e-07,0
thickness measurement,2.329713e-07,0
third generation,2.329713e-07,0
throughput channel,2.329713e-07,0
throughput rates,2.329713e-07,0
tive bit,2.329713e-07,0
tolerable video,2.329713e-07,0
topology change,2.329713e-07,0
traditional transport,2.329713e-07,0
topology control,2.329713e-07,0
total amount,2.329713e-07,0
total power,2.329713e-07,0
trac loads,2.329713e-07,0
trac transmission,2.329713e-07,0
trac types,2.329713e-07,0
tradeo retransmissions,2.329713e-07,0
traditional metrics,2.329713e-07,0
traditional networks,2.329713e-07,0
topology updates,2.329713e-07,0
extra energy,2.329713e-07,0
power error,2.329713e-07,0
power eciency,2.329713e-07,0
limited battery,2.329713e-07,0
limited power,2.329713e-07,0
link control,2.329713e-07,0
link error,2.329713e-07,0
link errors,2.329713e-07,0
link layer,2.329713e-07,0
link layers,2.329713e-07,0
link properties,2.329713e-07,0
links Proceedings,2.329713e-07,0
links Techniques,2.329713e-07,0
liquid crystal,2.329713e-07,0
lists areas,2.329713e-07,0
little control,2.329713e-07,0
little dierence,2.329713e-07,0
local area,2.329713e-07,0
local retransmissions,2.329713e-07,0
local wireless,2.329713e-07,0
limited bandwidth,2.329713e-07,0
likely result,2.329713e-07,0
lightweight video,2.329713e-07,0
light loads,2.329713e-07,0
joint research,2.329713e-07,0
joint workshop,2.329713e-07,0
journal publications,2.329713e-07,0
key architects,2.329713e-07,0
key features,2.329713e-07,0
krishnaeecswsuedu Photo,2.329713e-07,0
krishnaeecswsuedu pagrawalresearchtelcordiacom,2.329713e-07,0
large networks,2.329713e-07,0
locality stability,2.329713e-07,0
larger networks,2.329713e-07,0
latter adaptation,2.329713e-07,0
layer approach,2.329713e-07,0
layer deals,2.329713e-07,0
layer frame,2.329713e-07,0
layer packets,2.329713e-07,0
layer protocols,2.329713e-07,0
layer transmissions,2.329713e-07,0
length frames,2.329713e-07,0
last hop,2.329713e-07,0
localized routing,2.329713e-07,0
location update,2.329713e-07,0
logical link,2.329713e-07,0
management tool,2.329713e-07,0
many factors,2.329713e-07,0
many others,2.329713e-07,0
many routes,2.329713e-07,0
maximum node,2.329713e-07,0
media access,2.329713e-07,0
memory Proceedings,2.329713e-07,0
memory dis,2.329713e-07,0
management features,2.329713e-07,0
memory technology,2.329713e-07,0
metric attempts,2.329713e-07,0
metrics routes,2.329713e-07,0
middleware layer,2.329713e-07,0
military envi,2.329713e-07,0
minimal set,2.329713e-07,0
minimum number,2.329713e-07,0
mobile battery,2.329713e-07,0
mobile clients,2.329713e-07,0
methods waste,2.329713e-07,0
jcchenresearchtelcordiacom Photo,2.329713e-07,0
management analysis,2.329713e-07,0
main parameter,2.329713e-07,0
longer packets,2.329713e-07,0
longer paths,2.329713e-07,0
loss notication,2.329713e-07,0
loss recovery,2.329713e-07,0
low bandwidth,2.329713e-07,0
low battery,2.329713e-07,0
low energy,2.329713e-07,0
low power,2.329713e-07,0
management Application,2.329713e-07,0
lower amounts,2.329713e-07,0
lower communication,2.329713e-07,0
lower power,2.329713e-07,0
lower speeds,2.329713e-07,0
lower voltage,2.329713e-07,0
lowest cost,2.329713e-07,0
main function,2.329713e-07,0
main functions,2.329713e-07,0
main mechanisms,2.329713e-07,0
lower battery,2.329713e-07,0
invoke congestion,2.329713e-07,0
internet Proceedings,2.329713e-07,0
internal algorithm,2.329713e-07,0
greatest limitations,2.329713e-07,0
grid framework,2.329713e-07,0
handheld systems,2.329713e-07,0
handle losses,2.329713e-07,0
handoff performance,2.329713e-07,0
hard disk,2.329713e-07,0
hard drive,2.329713e-07,0
hardware design,2.329713e-07,0
greater savings,2.329713e-07,0
hardware layer,2.329713e-07,0
heterogeneous wireless,2.329713e-07,0
heterogenous networks,2.329713e-07,0
heterogenous wiredwireless,2.329713e-07,0
high power,2.329713e-07,0
high transmission,2.329713e-07,0
higher computation,2.329713e-07,0
higher layers,2.329713e-07,0
higher levels,2.329713e-07,0
hardware policies,2.329713e-07,0
higher transmission,2.329713e-07,0
greater number,2.329713e-07,0
greater amounts,2.329713e-07,0
fading signals,2.329713e-07,0
fewer mobiles,2.329713e-07,0
following discussion,2.329713e-07,0
following guidelines,2.329713e-07,0
following manner,2.329713e-07,0
following paragraphs,2.329713e-07,0
following technique,2.329713e-07,0
frame synchronization,2.329713e-07,0
greater energy,2.329713e-07,0
frequent topology,2.329713e-07,0
general constraint,2.329713e-07,0
general guidelines,2.329713e-07,0
generation framework,2.329713e-07,0
generation wireless,2.329713e-07,0
generic wireless,2.329713e-07,0
global topology,2.329713e-07,0
good introduction,2.329713e-07,0
graphs Proceedings,2.329713e-07,0
future wireless,2.329713e-07,0
mobile computer,2.329713e-07,0
hoc Networks,2.329713e-07,0
hoc networking,2.329713e-07,0
inecient routes,2.329713e-07,0
inecient routing,2.329713e-07,0
information relevant,2.329713e-07,0
information science,2.329713e-07,0
infrastructure energy,2.329713e-07,0
infrastructure network,2.329713e-07,0
infrastructure networks,2.329713e-07,0
infrastructure support,2.329713e-07,0
individual protocol,2.329713e-07,0
infrequent topology,2.329713e-07,0
initial probe,2.329713e-07,0
input patterns,2.329713e-07,0
integral component,2.329713e-07,0
intelligent terminal,2.329713e-07,0
intensive computations,2.329713e-07,0
interactive applications,2.329713e-07,0
interface card,2.329713e-07,0
intermediate nodes,2.329713e-07,0
inherent wireless,2.329713e-07,0
hoc communication,2.329713e-07,0
individual mobiles,2.329713e-07,0
index information,2.329713e-07,0
hoc networks,2.329713e-07,0
hoc routing,2.329713e-07,0
hoc sensor,2.329713e-07,0
hoc topology,2.329713e-07,0
hosts audio,2.329713e-07,0
hosts source,2.329713e-07,0
hotspots Computer,2.329713e-07,0
immediate neighbors,2.329713e-07,0
individual frequencies,2.329713e-07,0
important advantage,2.329713e-07,0
important goal,2.329713e-07,0
important research,2.329713e-07,0
important step,2.329713e-07,0
improved routing,2.329713e-07,0
increased power,2.329713e-07,0
increased trac,2.329713e-07,0
incremental cost,2.329713e-07,0
incremental costs,2.329713e-07,0
important design,2.329713e-07,0
power electronics,2.329713e-07,0
mobile consumes,2.329713e-07,0
mobile costs,2.329713e-07,0
own operating,2.329713e-07,0
own ows,2.329713e-07,0
packet duplication,2.329713e-07,0
packet error,2.329713e-07,0
packet length,2.329713e-07,0
packet loss,2.329713e-07,0
packet need,2.329713e-07,0
packet networks,2.329713e-07,0
packet reception,2.329713e-07,0
packet requests,2.329713e-07,0
packet retransmission,2.329713e-07,0
packet routing,2.329713e-07,0
packet scheduler,2.329713e-07,0
packet size,2.329713e-07,0
packet sizes,2.329713e-07,0
packet stream,2.329713e-07,0
packet transmission,2.329713e-07,0
overhead packets,2.329713e-07,0
overhead costs,2.329713e-07,0
other venues,2.329713e-07,0
other publications,2.329713e-07,0
node battery,2.329713e-07,0
node cost,2.329713e-07,0
normal mode,2.329713e-07,0
one mobile,2.329713e-07,0
operating point,2.329713e-07,0
operating systemmiddleware,2.329713e-07,0
operation time,2.329713e-07,0
oppy drive,2.329713e-07,0
packets results,2.329713e-07,0
optical wavelength,2.329713e-07,0
optimal levels,2.329713e-07,0
optimal point,2.329713e-07,0
optimal transmission,2.329713e-07,0
orthogonal codes,2.329713e-07,0
other areas,2.329713e-07,0
other components,2.329713e-07,0
other forms,2.329713e-07,0
other mobile,2.329713e-07,0
optimal energy,2.329713e-07,0
page allocation,2.329713e-07,0
page placement,2.329713e-07,0
pagrawalresearchtelcordiacom jcchenresearchtelcordiacom,2.329713e-07,0
placement algorithms,2.329713e-07,0
play etc,2.329713e-07,0
portable applications,2.329713e-07,0
portable device,2.329713e-07,0
portable devices,2.329713e-07,0
potential tradeo,2.329713e-07,0
power algorithm,2.329713e-07,0
power capacity,2.329713e-07,0
physical wires,2.329713e-07,0
power characteristics,2.329713e-07,0
power conditions,2.329713e-07,0
power conservation,2.329713e-07,0
power conserving,2.329713e-07,0
power constraints,2.329713e-07,0
power consump,2.329713e-07,0
power control,2.329713e-07,0
power cost,2.329713e-07,0
power decisions,2.329713e-07,0
power con,2.329713e-07,0
nite set,2.329713e-07,0
physical resources,2.329713e-07,0
physical links,2.329713e-07,0
parallel processing,2.329713e-07,0
particular protocol,2.329713e-07,0
partition Given,2.329713e-07,0
past energy,2.329713e-07,0
past fore,2.329713e-07,0
patterns Proceedings,2.329713e-07,0
performance February,2.329713e-07,0
performance evaluation,2.329713e-07,0
physical network,2.329713e-07,0
performance measures,2.329713e-07,0
periods probe,2.329713e-07,0
persistent error,2.329713e-07,0
personal communications,2.329713e-07,0
perspectives Proceedings,2.329713e-07,0
phase collisions,2.329713e-07,0
phase transmission,2.329713e-07,0
physical layer,2.329713e-07,0
physical layers,2.329713e-07,0
performance study,2.329713e-07,0
nite power,2.329713e-07,0
next timeframe,2.329713e-07,0
new users,2.329713e-07,0
mobility management,2.329713e-07,0
mobility speeds,2.329713e-07,0
modern communication,2.329713e-07,0
more capabilities,2.329713e-07,0
more neighbors,2.329713e-07,0
more power,2.329713e-07,0
more redundancy,2.329713e-07,0
more transmission,2.329713e-07,0
mobility constraints,2.329713e-07,0
multicast trac,2.329713e-07,0
multimedia communication,2.329713e-07,0
multimedia data,2.329713e-07,0
multimedia informa,2.329713e-07,0
multimedia transmissions,2.329713e-07,0
multiple access,2.329713e-07,0
multiple packet,2.329713e-07,0
multiple transmission,2.329713e-07,0
nan Survey,2.329713e-07,0
multimedia applications,2.329713e-07,0
nearest printer,2.329713e-07,0
mobility Jones,2.329713e-07,0
mobile transmits,2.329713e-07,0
mobile data,2.329713e-07,0
mobile defers,2.329713e-07,0
mobile enters,2.329713e-07,0
mobile environ,2.329713e-07,0
mobile environment,2.329713e-07,0
mobile failure,2.329713e-07,0
mobile host,2.329713e-07,0
mobile hosts,2.329713e-07,0
mobiles transmit,2.329713e-07,0
mobile increases,2.329713e-07,0
mobile network,2.329713e-07,0
mobile power,2.329713e-07,0
mobile radio,2.329713e-07,0
mobile randomly,2.329713e-07,0
mobile receivers,2.329713e-07,0
mobile signicant,2.329713e-07,0
mobile systems,2.329713e-07,0
mobile terminals,2.329713e-07,0
mobile needs,2.329713e-07,0
mobile cost,2.329713e-07,0
negative eect,2.329713e-07,0
network architecture,2.329713e-07,0
network topologies,2.329713e-07,0
networking September,2.329713e-07,0
networking protocols,2.329713e-07,0
networks Adaptive,2.329713e-07,0
networks Comparing,2.329713e-07,0
networks Design,2.329713e-07,0
networks Handbook,2.329713e-07,0
networks Journal,2.329713e-07,0
network technologies,2.329713e-07,0
networks Kluwer,2.329713e-07,0
networks PAMASMYAMPERSANDmdash,2.329713e-07,0
networks Proceeedings,2.329713e-07,0
networks Scientific,2.329713e-07,0
networks issues,2.329713e-07,0
new connection,2.329713e-07,0
new design,2.329713e-07,0
new nodes,2.329713e-07,0
new power,2.329713e-07,0
networks October,2.329713e-07,0
net Technologies,2.329713e-07,0
network systems,2.329713e-07,0
network protocol,2.329713e-07,0
network architectures,2.329713e-07,0
network bandwidth,2.329713e-07,0
network capacity,2.329713e-07,0
network communication,2.329713e-07,0
network connectivity,2.329713e-07,0
network data,2.329713e-07,0
network database,2.329713e-07,0
network endpoints,2.329713e-07,0
network service,2.329713e-07,0
network hardware,2.329713e-07,0
network layer,2.329713e-07,0
network life,2.329713e-07,0
network lifetime,2.329713e-07,0
network load,2.329713e-07,0
network metrics,2.329713e-07,0
network operate,2.329713e-07,0
network partition,2.329713e-07,0
network properties,2.329713e-07,0
network interface,2.329713e-07,0
York Bualo,2.329713e-07,0
ACK,2.329713e-07,0
Krishna Sivalingam,2.329713e-07,0
Kyriakos Mouratidis,2.329713e-07,0
LANs Proceedings,2.329713e-07,0
LCD,2.329713e-07,0
LLC,2.329713e-07,0
Simone Quaglieri,2.329713e-07,0
Labs Whippany,2.329713e-07,0
Lahiri Sujit,2.329713e-07,0
Shin Design,2.329713e-07,0
Shi Sherman,2.329713e-07,0
Shen Topology,2.329713e-07,0
Shen Optimal,2.329713e-07,0
KwangJin Park,2.329713e-07,0
Berkeley Snoop,2.329713e-07,0
Liang Yuzhen,2.329713e-07,0
Bertozzi Anand,2.329713e-07,0
Shanghai China,2.329713e-07,0
Lin Cai,2.329713e-07,0
Shah Parthasarathy,2.329713e-07,0
Lindsey Cauligi,2.329713e-07,0
Best Paper,2.329713e-07,0
Lindsey Krishna,2.329713e-07,0
Design automation,2.329713e-07,0
Design Test,2.329713e-07,0
Several methods,2.329713e-07,0
Lei Arne,2.329713e-07,0
Design Mobile,2.329713e-07,0
Simunic Power,2.329713e-07,0
Krashinsky Hari,2.329713e-07,0
June Maruti,2.329713e-07,0
Benini Srivaths,2.329713e-07,0
June Wesam,2.329713e-07,0
Kang KwangJin,2.329713e-07,0
Kanishka Lahiri,2.329713e-07,0
Kannan Sudipta,2.329713e-07,0
Snoop Module,2.329713e-07,0
Karlsruhe Germany,2.329713e-07,0
Katia Obraczka,2.329713e-07,0
Dimitris Papadias,2.329713e-07,0
Dimitrios Soudris,2.329713e-07,0
Pannenbaecker Bjoern,2.329713e-07,0
Bergamo Alessandra,2.329713e-07,0
Slot Allocation,2.329713e-07,0
Khan Budgeting,2.329713e-07,0
Kluwer Academic,2.329713e-07,0
Sivalingam Cauligi,2.329713e-07,0
Sivalingam Boeing,2.329713e-07,0
Sivalingam Agrawal,2.329713e-07,0
Sitharama Iyengar,2.329713e-07,0
Singh Greening,2.329713e-07,0
Korea Ronny,2.329713e-07,0
Dey Anand,2.329713e-07,0
Kozyrakis JouleSort,2.329713e-07,0
Smith Stemm,2.329713e-07,0
Design Automation,2.329713e-07,0
Service quality,2.329713e-07,0
Liu Fengguang,2.329713e-07,0
Science School,2.329713e-07,0
Science Building,2.329713e-07,0
Schurgers Rajesh,2.329713e-07,0
December Davide,2.329713e-07,0
Davide Bertozzi,2.329713e-07,0
David Molnar,2.329713e-07,0
David Macii,2.329713e-07,0
Boeing Associate,2.329713e-07,0
Scheme Finally,2.329713e-07,0
Databases Impact,2.329713e-07,0
Brahim Bilal,2.329713e-07,0
Scientic Research,2.329713e-07,0
MS,2.329713e-07,0
Broadcast Traffic,2.329713e-07,0
Brodersen Gordon,2.329713e-07,0
Brodersen Mehta,2.329713e-07,0
Sanctis Simone,2.329713e-07,0
MacOS Improving,2.329713e-07,0
Budgeting power,2.329713e-07,0
Macii Alessandra,2.329713e-07,0
Buenes Aires,2.329713e-07,0
Madras India,2.329713e-07,0
San Antonio,2.329713e-07,0
Mahmoud Mimi,2.329713e-07,0
Saving Techniques,2.329713e-07,0
Scientific Programming,2.329713e-07,0
Demand Vector,2.329713e-07,0
MASCOTS,2.329713e-07,0
Local retransmissions,2.329713e-07,0
Localized topology,2.329713e-07,0
Location Service,2.329713e-07,0
Seoul Korea,2.329713e-07,0
Bilal Khan,2.329713e-07,0
Low Power,2.329713e-07,0
Low power,2.329713e-07,0
Luca Benini,2.329713e-07,0
Sense Multiple,2.329713e-07,0
Senior Member,2.329713e-07,0
